,sy_dist
2038,57.6207
2039,57.6207
2040,57.6207
2041,57.6207
2042,57.6207
2043,57.6207
2044,57.6207
2045,57.6207
2046,182.192
2047,182.192
2048,37.6506
2049,37.8478
2050,37.8478
2051,37.8478
2052,37.8478
2053,37.8478
2054,37.8478
2055,37.8478
2056,37.8478
2057,37.8478
2058,37.8478
2059,73.0961
2060,73.0961
2061,73.0961
2062,73.0961
2063,22.5279
2064,16.3292
2065,16.3292
2066,16.3292
2067,16.3292
2068,16.3292
2069,16.3292
2070,16.3292
2071,16.3292
2072,16.3292
2073,16.3292
2074,16.3292
2075,26.1548
2076,67.4386
2077,67.4386
2078,31.8766
2079,31.8766
2080,31.8766
2081,31.8766
2082,31.8766
2083,131.849
2084,131.849
2085,131.849
2086,148.934
2087,497.823
2088,497.823
2089,70.7832
2090,70.7832
2091,70.7832
2092,70.7832
2093,70.7832
2094,105.155
2095,51.4736
2096,51.4736
2097,51.2993
2098,24.0125
2099,24.0125
2100,26.7909
2101,26.7909
2102,26.7909
2103,26.7909
2104,26.7909
2105,26.1804
2106,26.1804
2107,26.1804
2108,26.1804
2109,26.1804
2110,26.1804
2111,26.1804
2112,56.518
2113,73.8713
2114,73.8713
2115,73.8713
2116,82.4251
2117,51.4359
2118,51.4359
2119,14.682
2120,14.682
2121,14.682
2122,14.682
2123,14.682
2124,14.682
2125,14.682
2126,14.682
2127,14.682
2128,14.682
2129,14.682
2130,14.682
2131,105.168
2132,105.168
2133,47.874
2134,43.465
2135,40.4841
2136,40.4841
2137,155.317
2138,155.317
2139,28.2305
2140,28.2305
2141,79.5515
2142,79.5515
2143,47.3963
2144,47.3963
2145,47.3963
2146,47.3963
2147,47.3963
2148,112.09
2149,112.09
2150,112.09
2151,79.5702
2152,79.5702
2153,79.5702
2154,79.5702
2155,142.024
2156,142.024
2157,142.024
2158,142.024
2159,142.024
2160,15.2528
2161,15.2528
2162,15.2528
2163,11.8148
2164,37.0169
2165,37.0169
2166,37.0169
2167,37.0169
2168,37.0169
2169,37.0169
2170,37.0169
2171,37.0169
2172,37.0169
2173,37.0169
2174,37.0169
2175,37.0169
2176,33.3622
2177,33.3622
2178,33.3622
2179,26.1853
2180,26.1853
2181,26.1853
2182,26.1853
2183,26.1853
2184,26.1853
2185,26.1853
2186,26.1853
2187,34.2802
2188,34.2802
2189,34.2802
2190,97.2305
2191,97.2305
2192,35.5318
2193,35.5318
2194,46.7789
2195,68.5146
2196,68.5146
2197,68.5146
2198,68.5146
2199,68.5146
2200,68.5146
2201,115.665
2202,53.4884
2203,53.4884
2204,135.292
2205,135.292
2206,135.292
2207,135.292
2208,17.9323
2209,17.9323
2210,227.881
2211,227.881
2212,227.881
2213,23.4534
2214,23.4534
2215,23.4534
2216,23.4534
2217,23.4534
2218,23.4534
2219,40.4256
2220,40.4256
2221,10.7643
2222,10.7643
2223,10.7643
2224,10.7643
2225,12.9032
2226,119.137
2227,109.055
2228,109.055
2229,57.1289
2230,77.1971
2231,77.1971
2232,71.3499
2233,71.3499
2234,75.8643
2235,75.8643
2236,75.8643
2237,75.8643
2238,75.8643
2239,75.8643
2240,75.8643
2241,75.8643
2242,75.8643
2243,75.8643
2244,75.8643
2245,75.8643
2246,73.2801
2247,73.2801
2248,73.2801
2249,73.2801
2250,20.2727
2251,144.49
2252,190.953
2253,190.953
2254,28.2697
2255,28.2697
2256,43.6002
2257,43.6002
2258,87.8888
2259,87.8888
2260,87.8888
2261,165.76
2262,165.76
2263,165.76
2264,107.898
2265,107.898
2266,107.898
2267,107.898
2268,44.8155
2269,44.8155
2270,44.8155
2271,44.8155
2272,44.8155
2273,44.8155
2274,17.9412
2275,17.9412
2276,17.9412
2277,48.4549
2278,48.4549
2279,18.2692
2280,18.284
2281,18.284
2282,18.284
2283,18.284
2284,18.284
2285,18.284
2286,100.947
2287,63.0484
2288,63.0484
2289,63.0484
2290,63.4482
2291,63.4482
2292,63.4482
2293,63.4482
2294,57.7995
2295,43.6197
2296,43.6197
2297,43.6197
2298,27.561
2299,27.561
2300,48.249
2301,48.249
2302,36.1945
2303,36.1945
2304,36.1945
2305,36.1945
2306,36.1945
2307,36.1945
2308,36.1945
2309,56.8655
2310,24.3323
2311,24.3323
2312,24.3323
2313,24.3323
2314,47.7332
2315,47.7332
2316,47.7332
2317,94.8625
2318,94.8625
2319,27.0498
2320,27.0498
2321,27.0498
2322,27.0498
2323,27.0498
2324,27.0498
2325,283.659
2326,45.5621
2327,45.5621
2328,45.5621
2329,73.3055
2330,73.3055
2331,55.8503
2332,55.8503
2333,55.8503
2334,55.8503
2335,55.8503
2336,55.8503
2337,88.8047
2338,88.8047
2339,88.8047
2340,88.8047
2341,88.8047
2342,15.5981
2343,15.5981
2344,15.5981
2345,15.5981
2346,15.5981
2347,15.5981
2348,15.5981
2349,15.5981
2350,15.5981
2351,15.5981
2352,15.5981
2353,15.5981
2354,15.5981
2355,15.5981
2356,15.5981
2357,15.5981
2358,15.5981
2359,107.188
2360,37.7861
2361,37.7861
2362,37.7861
2363,59.859
2364,59.859
2365,59.859
2366,59.859
2367,30.8248
2368,30.8248
2369,67.7855
2370,67.7855
2371,67.7855
2372,67.7855
2373,67.7855
2374,67.7855
2375,25.3936
2376,53.1119
2377,53.1119
2378,28.254
2379,39.3633
2380,39.3633
2381,39.3633
2382,22.0016
2383,22.0016
2384,22.0016
2385,22.0016
2386,22.0016
2387,22.0016
2388,22.0016
2389,22.0016
2390,22.0016
2391,22.0016
2392,22.0016
2393,57.4263
2394,57.4263
2395,63.3574
2396,117.908
2397,45.1342
2398,45.1342
2399,49.6633
2400,49.6633
2401,49.6633
2402,49.6633
2403,54.3258
2404,54.3258
2405,107.214
2406,23.3032
2407,39.6245
2408,39.6245
2409,39.6245
2410,39.6245
2411,39.6245
2412,39.6245
2413,39.6245
2414,39.6245
2415,39.6245
2416,39.6245
2417,39.6245
2418,39.6245
2419,41.5681
2420,41.5681
2421,41.5681
2422,41.5681
2423,39.8979
2424,752.615
2425,752.615
2426,39.7401
2427,39.7401
2428,113.6
2429,37.6048
2430,37.6048
2431,37.6048
2432,37.6048
2433,37.6048
2434,37.6048
2435,37.6048
2436,37.6048
2437,37.6048
2438,60.178
2439,60.178
2440,60.178
2441,228.422
2442,228.422
2443,228.422
2444,111.659
2445,111.659
2446,44.8113
2447,44.8113
2448,44.8113
2449,78.0863
2450,78.0863
2451,78.0863
2452,78.0863
2453,78.0863
2454,78.0863
2455,78.0863
2456,78.0863
2457,78.0863
2458,78.0863
2459,132.184
2460,132.184
2461,132.184
2462,234.027
2463,71.0863
2464,71.0863
2465,71.0863
2466,71.0863
2467,71.0863
2468,71.0863
2469,129.603
2470,129.603
2471,129.603
2472,129.603
2473,40.3303
2474,44.4264
2475,27.7843
2476,27.7843
2477,16.9179
2478,62.7674
2479,62.7674
2480,62.7674
2481,62.7674
2482,62.7674
2483,62.7674
2484,40.9727
2485,40.9727
2486,40.9727
2487,40.9727
2488,40.9727
2489,69.7116
2490,69.7116
2491,69.7116
2492,27.4573
2493,27.4573
2494,27.4573
2495,27.4573
2496,137.043
2497,123.801
2498,123.801
2499,122.362
2500,122.362
2501,122.362
2502,122.362
2503,5.91059
2504,5.91059
2505,104.577
2506,104.577
2507,104.577
2508,47.7458
2509,47.7458
2510,47.7458
2511,47.7458
2512,120.391
2513,120.391
2514,120.391
2515,120.391
2516,22.5243
2517,22.5243
2518,26.8762
2519,26.8762
2520,26.8762
2521,26.8762
2522,26.8762
2523,26.8762
2524,26.8762
2525,26.8762
2526,26.8762
2527,26.8762
2528,60.2046
2529,60.2046
2530,54.1955
2531,54.1955
2532,54.1955
2533,54.1955
2534,54.1955
2535,54.1955
2536,54.1955
2537,54.1955
2538,54.1955
2539,54.1955
2540,54.1955
2541,54.1955
2542,57.2651
2543,57.2651
2544,57.2651
2545,57.2651
2546,60.7993
2547,60.7993
2548,60.7993
2549,224.146
2550,51.9917
2551,51.9917
2552,51.9917
2553,51.9917
2554,31.395
2555,38.5653
2556,38.5653
2557,38.5653
2558,45.8993
2559,45.8993
2560,45.9548
2561,45.9548
2562,45.9548
2563,45.9548
2564,45.9548
2565,45.9548
2566,45.9548
2567,45.9548
2568,45.9548
2569,45.9548
2570,162.685
2571,162.685
2572,162.685
2573,50.6706
2574,50.6706
2575,50.6706
2576,64.3399
2577,17.9055
2578,17.9055
2579,19.7638
2580,19.7638
2581,19.7638
2582,19.7638
2583,19.7638
2584,19.7638
2585,19.7638
2586,19.7638
2587,19.7638
2588,19.7638
2589,19.7638
2590,19.7638
2591,19.7638
2592,19.7638
2593,19.7638
2594,19.7638
2595,19.7638
2596,19.7638
2597,19.7638
2598,19.7638
2599,19.7638
2600,12.7141
2601,12.7141
2602,62.7146
2603,62.7146
2604,16.0069
2605,16.0069
2606,16.0069
2607,16.0069
2608,16.0069
2609,16.0069
2610,16.0069
2611,16.0069
2612,16.0069
2613,16.0069
2614,16.0069
2615,16.0069
2616,54.4738
2617,54.4738
2618,54.4738
2619,148.187
2620,148.187
2621,65.6668
2622,65.6668
2623,65.6668
2624,53.6089
2625,53.6089
2626,53.6089
2627,53.6089
2628,53.6089
2629,53.6089
2630,53.6089
2631,53.6089
2632,53.6089
2633,53.6089
2634,53.6089
2635,53.6089
2636,53.6089
2637,53.6089
2638,53.6089
2639,53.6089
2640,53.6089
2641,53.6089
2642,53.6089
2643,53.6089
2644,53.6089
2645,53.6089
2646,53.6089
2647,19.6359
2648,19.6359
2649,19.6359
2650,19.6359
2651,19.6359
2652,19.6359
2653,19.6359
2654,19.6359
2655,8.79687
2656,8.79687
2657,8.79687
2658,8.79687
2659,71.8627
2660,71.8627
2661,71.8627
2662,71.8627
2663,80.2349
2664,37.6681
2665,37.6681
2666,37.6681
2667,37.6681
2668,37.6681
2669,37.6681
2670,37.6681
2671,50.6742
2672,50.6742
2673,50.6742
2674,50.6742
2675,50.6742
2676,50.6742
2677,39.9346
2678,39.9346
2679,265.155
2680,34.1692
2681,34.1692
2682,34.1692
2683,33.1944
2684,24.3056
2685,22.5242
2686,22.5242
2687,41.8316
2688,41.8316
2689,72.5922
2690,72.5922
2691,72.5922
2692,72.5922
2693,72.5922
2694,45.9665
2695,45.9665
2696,45.9665
2697,188.546
2698,188.546
2699,161.498
2700,161.498
2701,161.498
2702,39.2503
2703,39.2503
2704,63.6796
2705,63.6796
2706,61.7477
2707,61.7477
2708,85.6922
2709,85.6922
2710,85.6922
2711,47.7945
2712,47.7945
2713,47.7945
2714,47.7945
2715,47.7945
2716,47.7945
2717,47.7945
2718,47.7945
2719,47.7945
2720,47.7945
2721,28.7165
2722,28.7165
2723,86.6159
2724,92.5087
2725,75.2363
2726,147.192
2727,147.192
2728,147.192
2729,40.7583
2730,40.7583
2731,40.7583
2732,23.606
2733,23.606
2734,35.9715
2735,35.9715
2736,35.9715
2737,35.9715
2738,35.9864
2739,35.9864
2740,35.9864
2741,35.9864
2742,35.9864
2743,58.9291
2744,58.9291
2745,58.9291
2746,58.9291
2747,28.2938
2748,28.2938
2749,28.2938
2750,6.00278
2751,6.00278
2752,6.00278
2753,6.00278
2754,6.00278
2755,6.00278
2756,6.00278
2757,45.147
2758,45.147
2759,45.147
2760,312.202
2761,47.7223
2762,47.7223
2763,67.4872
2764,67.4872
2765,48.3016
2766,48.3016
2767,48.3016
2768,48.3016
2769,48.3016
2770,48.3016
2771,48.3016
2772,48.3016
2773,48.3016
2774,48.3016
2775,48.3016
2776,48.3016
2777,48.3016
2778,48.3016
2779,48.3016
2780,48.3016
2781,48.3016
2782,48.3016
2783,48.3016
2784,48.3016
2785,48.3016
2786,48.3016
2787,42.2029
2788,21.2985
2789,21.2985
2790,21.2985
2791,21.2985
2792,21.2985
2793,54.1963
2794,54.1963
2795,54.1963
2796,54.1963
2797,83.0919
2798,64.6353
2799,13.1277
2800,54.2304
2801,54.2304
2802,111.155
2803,111.155
2804,111.155
2805,40.8707
2806,40.8707
2807,40.8707
2808,64.4527
2809,41.0014
2810,48.0883
2811,48.0883
2812,48.0883
2813,29.1328
2814,101.368
2815,101.368
2816,101.368
2817,101.368
2818,21.5974
2819,21.5974
2820,21.5974
2821,21.5974
2822,79.208
2823,40.5468
2824,40.5468
2825,40.5468
2826,40.5468
2827,32.9834
2828,32.9834
2829,26.6902
2830,26.6902
2831,26.6902
2832,26.6902
2833,26.6902
2834,19.552
2835,19.552
2836,19.552
2837,376.233
2838,376.233
2839,36.6625
2840,36.6625
2841,33.255
2842,33.255
2843,20.0619
2844,20.0619
2845,20.0619
2846,20.0619
2847,20.0619
2848,20.0619
2849,20.0619
2850,20.0619
2851,20.0619
2852,20.0619
2853,20.0619
2854,20.0619
2855,16.32
2856,16.32
2857,55.4847
2858,55.4847
2859,55.4847
2860,55.4847
2861,61.7957
2862,28.8274
2863,28.8274
2864,28.8274
2865,29.1864
2866,29.1864
2867,29.1864
2868,29.1864
2869,6.53127
2870,6.53127
2871,6.53127
2872,6.53127
2873,6.53127
2874,6.53127
2875,6.53127
2876,6.53127
2877,6.53127
2878,6.53127
2879,6.53127
2880,6.53127
2881,6.53127
2882,6.53127
2883,6.53127
2884,6.53127
2885,6.53127
2886,6.53127
2887,6.53127
2888,6.53127
2889,6.53127
2890,6.53127
2891,6.53127
2892,6.53127
2893,6.53127
2894,104.935
2895,165.184
2896,94.1719
2897,94.1719
2898,94.1719
2899,94.1719
2900,94.1719
2901,73.114
2902,73.114
2903,73.114
2904,73.114
2905,73.114
2906,73.114
2907,73.114
2908,73.114
2909,324.54
2910,324.54
2911,64.411
2912,46.8778
2913,46.8778
2914,46.8778
2915,50.5103
2916,64.6498
2917,55.9231
2918,95.5483
2919,95.5483
2920,95.5483
2921,31.1415
2922,31.1415
2923,31.1415
2924,31.1415
2925,31.1415
2926,55.8535
2927,91.1538
2928,50.6078
2929,50.6078
2930,50.6078
2931,11.4469
2932,42.1586
2933,42.1586
2934,42.1586
2935,42.1586
2936,79.0608
2937,79.0608
2938,79.0608
2939,93.5015
2940,93.5015
2941,13.5956
2942,161.183
2943,32.6034
2944,62.7792
2945,33.4591
2946,33.4591
2947,33.4591
2948,93.8555
2949,93.8555
2950,93.8555
2951,108.877
2952,108.877
2953,108.877
2954,847.058
2955,58.742
2956,58.742
2957,39.0341
2958,39.0341
2959,39.0341
2960,39.0341
2961,39.0341
2962,39.0341
2963,39.0341
2964,39.0341
2965,39.0341
2966,39.0341
2967,39.0341
2968,39.0341
2969,41.1706
2970,41.1706
2971,41.1706
2972,52.0018
2973,52.0018
2974,52.0018
2975,52.0018
2976,52.0018
2977,15.2354
2978,519.452
2979,372.405
2980,933.377
2981,933.377
2982,46.6224
2983,46.6224
2984,46.6224
2985,46.6224
2986,46.6224
2987,46.6224
2988,300.247
2989,300.247
2990,54.9004
2991,37.433
2992,37.433
2993,37.433
2994,55.6146
2995,55.6146
2996,45.6181
2997,45.6181
2998,45.6181
2999,45.6181
3000,45.6181
3001,45.6181
3002,114.816
3003,49.1661
3004,49.1661
3005,10.0055
3006,10.0055
3007,10.0055
3008,10.0055
3009,40.9128
3010,40.9128
3011,54.9621
3012,54.9621
3013,54.9621
3014,196.852
3015,196.852
3016,196.852
3017,196.852
3018,18.2704
3019,18.2704
3020,50.2862
3021,50.2862
3022,50.2862
3023,43.8214
3024,43.8214
3025,43.8214
3026,43.8214
3027,43.8214
3028,43.8214
3029,43.8214
3030,67.9328
3031,139.611
3032,139.611
3033,139.611
3034,139.611
3035,139.611
3036,139.611
3037,39.3809
3038,39.3809
3039,39.3809
3040,39.3809
3041,39.3809
3042,39.3809
3043,39.3809
3044,49.8063
3045,55.2884
3046,55.2884
3047,117.807
3048,117.807
3049,45.0293
3050,45.0293
3051,9.47045
3052,9.47045
3053,9.47045
3054,189.908
3055,189.908
3056,189.908
3057,30.9939
3058,30.9939
3059,56.433
3060,56.433
3061,44.1518
3062,44.1518
3063,110.103
3064,110.103
3065,110.103
3066,31.2707
3067,55.5867
3068,55.5867
3069,55.5867
3070,55.5867
3071,55.5867
3072,55.5867
3073,55.5867
3074,55.5867
3075,26.1597
3076,26.1597
3077,26.1597
3078,26.1597
3079,58.0844
3080,131.199
3081,131.199
3082,131.199
3083,58.1438
3084,58.1438
3085,58.1438
3086,38.4473
3087,38.4473
3088,38.4473
3089,47.2899
3090,47.2899
3091,47.2899
3092,47.2899
3093,47.2899
3094,47.2899
3095,47.2899
3096,47.2899
3097,47.2899
3098,47.2899
3099,47.2899
3100,47.2899
3101,47.2899
3102,47.2899
3103,47.2899
3104,47.2899
3105,47.2899
3106,47.2899
3107,47.2899
3108,47.2899
3109,47.2899
3110,47.2899
3111,47.2899
3112,47.2899
3113,47.2899
3114,122.115
3115,122.115
3116,38.0786
3117,38.0786
3118,38.0786
3119,45.2989
3120,45.2989
3121,50.1928
3122,121.375
3123,121.375
3124,121.375
3125,121.375
3126,121.375
3127,121.375
3128,121.375
3129,80.6665
3130,80.6665
3131,80.6665
3132,80.6665
3133,80.6665
3134,89.8623
3135,89.8623
3136,89.8623
3137,20.9531
3138,105.779
3139,105.779
3140,105.779
3141,105.779
3142,105.779
3143,46.0907
3144,46.0907
3145,46.0907
3146,46.0907
3147,46.0907
3148,46.0907
3149,46.0907
3150,46.0907
3151,46.0907
3152,71.2423
3153,111.542
3154,209.309
3155,11.1336
3156,11.1336
3157,11.1336
3158,11.1336
3159,11.1336
3160,31.6634
3161,31.6634
3162,31.6634
3163,31.6634
3164,31.6634
3165,31.6634
3166,31.6634
3167,31.6634
3168,31.6634
3169,31.6634
3170,31.6634
3171,31.6634
3172,31.6634
3173,31.6634
3174,46.7864
3175,46.7864
3176,46.7864
3177,46.7864
3178,46.7864
3179,46.7864
3180,46.7864
3181,46.7864
3182,46.7864
3183,17.926
3184,38.0615
3185,38.0615
3186,42.3538
3187,42.3538
3188,42.3538
3189,42.3538
3190,42.3538
3191,42.3538
3192,42.3538
3193,42.3538
3194,42.3538
3195,42.3538
3196,42.3538
3197,42.3538
3198,42.3538
3199,42.3538
3200,91.4349
3201,91.4349
3202,91.4349
3203,91.4349
3204,91.4349
3205,18.2702
3206,18.2702
3207,18.2702
3208,18.2702
3209,18.2702
3210,18.2702
3211,18.2702
3212,18.2702
3213,26.4131
3214,26.4131
3215,26.4131
3216,23.2599
3217,12.9363
3218,12.9363
3219,12.9363
3220,12.9363
3221,12.9363
3222,12.9363
3223,12.9363
3224,12.9363
3225,12.9363
3226,12.9363
3227,12.9363
3228,12.9363
3229,12.9363
3230,12.9363
3231,116.593
3232,34.0883
3233,34.0883
3234,34.0883
3235,34.0883
3236,36.69117
3237,41.5504
3238,41.5504
3239,41.8727
3240,41.8727
3241,36.7984
3242,81.3795
3243,81.3795
3244,81.3795
3245,81.3795
3246,81.3795
3247,81.3795
3248,81.3795
3249,81.3795
3250,34.1937
3251,34.1937
3252,34.1937
3253,34.1937
3254,34.1937
3255,24.3358
3256,24.3358
3257,68.192
3258,68.192
3259,68.192
3260,68.192
3261,68.192
3262,22.0158
3263,22.0158
3264,136.308
3265,136.308
3266,136.308
3267,62.4112
3268,62.4112
3269,62.4112
3270,85.6009
3271,85.6009
3272,52.9051
3273,52.9051
3274,21.9532
3275,21.9532
3276,21.9532
3277,21.9532
3278,46.8733
3279,46.8733
3280,46.8733
3281,46.8733
3282,34.354
3283,34.354
3284,34.354
3285,34.354
3286,34.8541
3287,34.8541
3288,34.8541
3289,55.0375
3290,29.5529
3291,29.5529
3292,29.5529
3293,37.4574
3294,37.4574
3295,37.4574
3296,54.7841
3297,54.7841
3298,54.7841
3299,54.7841
3300,84.3552
3301,84.3552
3302,84.3552
3303,84.3552
3304,84.3552
3305,84.3552
3306,122.536
3307,122.536
3308,537.873
3309,90.5446
3310,90.5446
3311,90.5446
3312,16.9043
3313,16.9043
3314,16.9043
3315,204.277
3316,43.0399
3317,43.0399
3318,43.0399
3319,43.0399
3320,43.0399
3321,46.2845
3322,46.2845
3323,46.2845
3324,46.2845
3325,46.2845
3326,46.2845
3327,46.2845
3328,31.1664
3329,31.1664
3330,31.1664
3331,31.1664
3332,31.1664
3333,31.1664
3334,35.0553
3335,35.0553
3336,29.9803
3337,29.9803
3338,29.9803
3339,29.9803
3340,29.9803
3341,29.9803
3342,57.5846
3343,57.5846
3344,57.5846
3345,57.5846
3346,121.405
3347,121.405
3348,121.405
3349,121.405
3350,121.405
3351,121.405
3352,121.405
3353,121.405
3354,77.9693
3355,77.9693
3356,219.216
3357,58.1105
3358,58.1105
3359,58.1105
3360,58.1105
3361,58.1105
3362,51.1659
3363,272.217
3364,272.217
3365,61.4925
3366,283.502
3367,283.502
3368,89.2721
3369,315.211
3370,25.9716
3371,25.9716
3372,25.9716
3373,25.9716
3374,67.6203
3375,67.6203
3376,67.6203
3377,53.112
3378,53.112
3379,53.112
3380,53.112
3381,53.112
3386,49.3305
3387,22.4035
3388,22.4035
3389,22.4035
3390,22.4035
3391,22.4035
3392,22.4035
3393,22.4035
3394,22.4035
3395,22.4035
3396,22.4035
3397,22.4035
3398,22.4035
3399,22.4035
3400,22.4035
3401,37.6894
3402,37.6894
3403,37.6894
3404,32.5376
3405,32.5376
3406,48.9739
3407,48.9739
3408,48.9739
3409,48.9739
3410,48.9739
3411,48.9739
3412,31.5262
3413,129.966
3414,42.358
3415,42.358
3416,42.358
3417,35.1205
3418,35.1205
3419,35.1205
3420,35.1205
3421,35.1205
3422,35.1205
3423,68.1509
3424,53.2817
3425,53.2817
3426,53.2817
3427,53.2817
3428,53.2817
3429,53.2817
3430,53.2817
3431,53.2817
3432,53.2817
3433,76.5217
3434,76.5217
3435,51.3444
3436,51.3444
3437,78.4293
3438,78.4293
3439,61.12469
3440,60.8447
3441,60.8447
3442,60.8447
3443,60.8447
3444,60.8447
3445,75.116
3446,75.116
3447,12.5591
3448,12.5591
3449,12.5591
3450,12.5591
3451,12.5591
3452,12.5591
3453,59.182
3454,29.276
3455,29.276
3456,29.276
3457,29.276
3458,29.276
3459,36.1531
3460,36.1531
3461,126.339
3462,51.8949
3463,51.8949
3464,51.8949
3465,51.8949
3466,51.8949
3467,51.8949
3468,51.8949
3469,51.8949
3470,51.8949
3471,69.7311
3472,69.7311
3473,36.708
3474,50.4093
3475,50.4093
3476,50.4093
3477,50.4093
3478,50.4093
3479,50.4093
3480,35.26
3481,35.26
3482,35.26
3483,97.2396
3484,97.2396
3485,97.2396
3486,97.2396
3487,83.3321
3488,83.3321
3489,83.3321
3490,83.3321
3491,83.3321
3492,31.5666
3493,31.5666
3494,31.5666
3495,31.5666
3496,31.5666
3497,31.5666
3498,31.5666
3499,57.603
3500,57.603
3501,57.603
3502,57.603
3503,57.603
3504,57.603
3505,57.603
3506,57.603
3507,57.603
3508,57.603
3509,57.603
3510,57.603
3511,57.603
3512,57.603
3513,38.662
3514,38.662
3515,38.662
3516,38.662
3517,38.662
3518,52.0648
3519,52.0648
3520,29.1158
3521,29.1158
3522,29.1158
3523,29.1158
3524,30.3288
3525,85.4321
3526,85.4321
3527,85.4321
3528,85.4321
3529,85.4321
3530,85.4321
3531,78.0505
3532,78.0505
3533,78.0505
3534,60.8831
3535,60.8831
3536,60.8831
3537,184.031
3538,184.031
3539,184.031
3540,45.935
3541,45.935
3542,99.451
3543,99.451
3544,99.451
3545,103.335
3546,16.9922
3547,16.9922
3548,16.9922
3549,16.9922
3550,16.9922
3551,16.9922
3552,16.9922
3553,16.9922
3554,16.9922
3555,48.9489
3556,48.9489
3557,66.4711
3558,66.4711
3559,66.4711
3560,66.4711
3561,66.4711
3562,66.4711
3563,66.4711
3564,109.86
3565,109.86
3566,109.86
3567,109.86
3568,85.3951
3569,85.3951
3570,85.3951
3571,34.6011
3572,61.3603
3573,34.4341
3574,34.4341
3575,34.4341
3576,34.4341
3577,34.4341
3578,34.4341
3579,85.7183
3580,85.7183
3581,85.7183
3582,269.126
3583,269.126
3584,269.126
3585,127.061
3586,127.061
3587,27.5902
3588,27.5902
3589,27.5902
3590,27.5902
3591,27.5902
3592,27.5902
3593,27.5902
3594,27.5902
3595,27.5902
3596,27.5902
3597,30.6862
3598,40.8991
3599,40.8991
