,st_dens,st_logg
40062,0.876,4.3
40066,2.5535,4.46
40071,0.444,4.48
40073,0.0276,4.48
40075,0.2644,4.48
40076,0.2644,4.48
40080,0.0276,4.48
40081,0.1531,4.39
40082,0.444,4.48
40084,0.444,4.48
40086,0.0276,4.48
40087,0.2644,4.48
40088,0.2826,4.39
40089,0.0256,4.39
40094,1.8738,4.54
40097,3.2995,4.65
40098,1.9562,4.59
40101,1.8738,4.54
40103,1.8738,4.54
40105,4.1224,4.47
40106,4.1224,4.47
40111,4.1224,4.47
40115,2.7474,4.61
40116,4.409,4.47
40119,3.4921,4.46
40122,1.4827,4.46
40123,3.4921,4.46
40124,1.2294,4.44
40125,3.4921,4.46
40132,1.914,4.49
40133,42.355,4.58
40134,55.5208,4.58
40136,42.355,4.58
40140,42.355,4.58
40141,0.8225,4.51
40145,2.5984,4.61
40148,11.3748,4.37
40149,11.3748,4.37
40150,11.3748,4.37
40154,0.5652,3.09
40160,0.7196,4.26
40162,0.7196,4.26
40165,0.456,4.17
40166,0.7196,4.26
40168,2.6166,4.53
40169,1.676,4.49
40170,2.6166,4.53
40172,0.6936,4.42
40173,1.54,4.42
40179,2.6166,4.53
40186,1.992,4.49
40187,5.9921,3.94
40188,6.8738,3.94
40189,5.9921,3.94
40194,5.9921,3.94
40195,8.9636,3.94
40201,2.1393,4.56
40202,2.8216,4.44
40203,2.8216,4.34
40207,2.8216,4.44
40208,1.8285,4.51
40211,2.3231,4.58
40215,8.147,4.62
40219,8.147,4.62
40221,8.147,4.62
40223,5.0509,4.54
40225,2.2596,4.42
40226,2.1567,4.42
40227,2.2596,4.42
40231,2.2596,4.42
40233,1.8102,4.5
40235,2.0364,4.05
40237,2.0364,4.05
40239,2.0364,4.05
40240,1.805,4.56
40243,2.4433,4.59
40251,1.4833,4.56
40256,1.6435,4.28
40257,1.222,4.41
40259,1.4833,4.56
40260,1.4833,4.56
40261,0.8181,4.36
40262,0.8181,4.36
40264,0.5196,4.15
40270,0.6501,4.36
40273,0.8181,4.36
40274,3.0177,4.63
40275,2.8476,4.63
40276,3.0177,4.63
40278,3.0177,4.63
40280,3.3907,4.55
40282,2.8476,4.63
40283,2.8476,4.63
40289,2.9289,4.55
40291,3.8222,4.68
40294,1.6952,4.68
40295,12.3095,4.67
40297,38.1846,4.67
40299,12.3095,4.67
40301,38.1846,4.67
40302,2.8392,4.59
40303,12.3095,4.67
40304,1.7348,4.68
40308,6.1169,4.67
40309,6.1169,4.67
40311,6.1169,4.67
40313,38.1846,4.67
40315,3.2421,4.4
40316,1.5943,4.4
40318,2.6174,4.6
40319,1.5943,4.4
40322,0.9201,4.57
40323,3.2421,4.4
40324,1.5943,4.4
40327,0.646,4.57
40330,3.2421,4.4
40335,0.4728,4.42
40338,1.737,4.51
40343,0.4728,4.42
40344,1.53,4.43
40345,0.4728,4.42
40346,1.659,4.42
40349,4.6117,4.58
40352,1.9704,4.62
40353,2.7586,4.57
40354,4.6117,4.58
40355,4.6117,4.58
40357,0.6816,4.28
40364,0.6435,3.9
40365,0.6435,3.9
40367,1.652,3.9
40370,1.7234,3.9
40371,2.9156,4.64
40375,21.3485,3.9
40376,0.6435,3.9
40381,20.4004,4.36
40383,0.1052,4.36
40385,0.1052,4.36
40386,0.008,4.28
40387,0.0885,4.28
40390,0.962,4.34
40393,0.1052,4.36
40395,2.189,4.55
40399,19.4925,4.54
40402,5.1768,4.59
40403,19.4925,4.54
40406,19.4925,4.54
40407,1.3324,4.8
40408,10.2039,4.8
40409,1.3324,4.8
40412,1.0995,4.75
40414,4.8384,4.7
40419,1.3324,4.8
40422,10.2039,4.8
40425,1.282,4.75
40426,3.9531,3.97
40427,2.554,3.97
40428,0.5189,3.97
40434,1.1333,3.97
40436,2.554,3.97
40437,2.554,3.97
40438,2.0609,4.51
40439,3.9531,3.97
40441,3.9531,3.97
40446,2.5494,4.58
40449,2.9813,4.58
40452,1.6124,4.45
40453,2.9813,4.58
40455,2.9813,4.58
40460,2.0447,4.46
40464,2.7808,4.46
40465,2.0447,4.46
40467,3.3616,4.67
40468,2.0447,4.46
40471,0.0956,4.44
40472,0.0782,4.33
40474,0.0956,4.44
40478,0.0956,4.44
40487,7.278,4.6
40491,1.9696,4.52
40492,7.278,4.6
40493,4.0297,4.49
40494,7.278,4.6
40498,0.2842,4.54
40501,1.6258,4.47
40504,1.6202,4.34
40506,0.2842,4.54
40508,1.12,4.34
40509,0.2842,4.54
40513,1.8231,4.39
40515,0.6057,4.2
40516,0.1586,4.56
40518,0.1586,4.56
40521,0.1586,4.56
40523,6.8441,4.51
40526,6.8441,4.51
40530,4.5461,4.51
40533,1.6134,4.48
40535,6.8441,4.51
40537,0.6482,4.25
40539,1.1554,4.08
40540,1.1554,4.08
40544,1.1451,4.13
40546,1.1554,4.08
40550,0.5857,4.47
40554,0.5857,4.47
40557,0.3985,4.46
40560,0.5857,4.47
40561,1.5554,4.16
40563,1.5554,4.16
40566,0.1825,4.48
40567,1.5554,4.16
40571,1.6854,4.49
40577,3.1392,4.53
40581,2.7014,4.43
40583,0.0277,4.43
40584,2.5236,4.6
40587,2.7014,4.43
40588,2.7014,4.43
40590,0.0277,4.43
40595,4.8623,4.54
40597,4.7706,4.38
40600,1.2245,4.39
40601,4.8623,4.54
40602,4.8623,4.54
40604,4.2614,4.49
40605,2.1607,4.56
40606,4.0782,4.51
40607,4.2614,4.49
40608,4.2614,4.49
40618,18.7143,4.69
40620,18.7143,4.69
40621,17.9785,4.74
40623,3.3806,4.62
40629,18.7143,4.69
40633,20.0248,4.44
40634,20.0248,4.44
40639,18.9993,4.44
40640,20.0248,4.44
40642,2.0483,4.52
40643,2.86,4.61
40645,2.6218,4.58
40646,0.5384,4.54
40647,0.5384,4.54
40651,0.5384,4.54
40656,2.2319,4.55
40657,2.8988,4.6
40660,0.6042,4.49
40662,0.6042,4.49
40664,1.5295,4.49
40667,0.6042,4.49
40668,1.2456,4.4
40671,0.696,4.24
40673,1.2747,4.24
40674,1.5295,4.49
40675,1.5295,4.49
40677,6.8026,4.68
40678,6.1373,4.7
40682,3.3685,4.64
40684,6.1373,4.7
40687,6.1373,4.7
40689,0.3846,3.95
40692,0.3846,3.95
40695,0.3846,3.95
40698,0.1547,4.61
40701,2.4801,4.56
40702,21.3158,4.85
40707,21.3158,4.85
40709,10.1964,4.71
40710,4.1278,4.67
40711,21.3158,4.85
40716,1.255,4.72
40718,3.8829,4.65
40719,8.0365,4.73
40720,1.255,4.72
40724,1.255,4.72
40730,2.6853,4.51
40733,2.7071,4.46
40734,2.7634,4.61
40735,2.6853,4.51
40738,2.6853,4.51
40743,0.6806,4.23
40745,3.9278,4.57
40746,3.9278,4.57
40749,3.6755,4.27
40752,3.9278,4.57
40755,0.5591,4.34
40756,0.5591,4.34
40759,0.4476,4.13
40761,0.5829,4.07
40764,0.5591,4.34
40767,5.0024,4.51
40769,5.8011,4.51
40770,5.8011,4.51
40773,0.8007,4.28
40774,5.8011,4.51
40780,0.3545,4.06
40781,11.8186,4.38
40783,11.8186,4.38
40788,11.8186,4.38
40791,0.9726,4.05
40797,3.8802,4.65
40800,21.2923,5.0
40806,12.8999,4.86
40808,13.3149,4.91
40814,25.9907,5.04
40816,25.8,5.04
40820,18.5667,4.97
40822,22.2,4.87
40824,11.6839,4.89
40832,5.5266,4.73
40833,5.6,4.77
40837,58.1457,5.2
40838,33.1728,5.09
40839,31.73,5.06
40842,18.4,5.0
40843,16.5,4.96
40845,15.5689,4.94
40847,3.7329,4.64
40850,32.5106,5.12
40852,39.6501,5.12
40855,31.1,5.12
40856,47.7027,5.16
40858,44.2,5.13
40860,7.5179,4.8
40862,16.7349,4.95
40868,17.3,4.97
40870,9.2643,4.84
40874,9.6,4.81
40876,9.7842,4.85
40878,9.7455,4.85
40881,38.9696,5.12
40882,1.3923,4.42
40885,1.81,4.35
40893,11.1994,4.96
40895,0.3249,4.11
40900,0.33,4.0
40901,0.355,4.1
40905,0.4555,4.21
40999,0.2854,4.05
41003,0.1507,3.8
41012,1.4341,4.45
41017,1.1263,4.37
41024,0.8387,4.31
41026,4.4,4.71
41028,4.3194,4.68
41032,2.1022,4.53
41034,2.109,4.5
41038,0.418,4.09
41039,0.359,4.04
41041,0.31,4.04
41042,0.2588,3.96
41046,2.0007,4.52
41050,1.6151,4.48
41053,0.6756,4.22
41055,0.6163,4.2
41056,0.5388,4.16
41059,0.477,4.2
41062,0.3794,4.1
41064,0.348,3.8
41065,0.2796,3.99
41066,1.8322,4.47
41067,1.62,4.63
41068,0.8033,4.31
41069,0.755,4.04
41070,0.406,4.09
41071,0.3818,4.07
41073,1.8805,4.51
41074,2.219,4.48
41075,0.7246,4.24
41077,0.2301,3.92
41081,1.4973,4.45
41085,1.7617,4.49
41087,1.458,4.3
41088,1.91,4.5
41091,1.9023,4.5
41092,2.8123,4.61
41097,3.9304,4.7
41098,2.1742,4.52
41100,1.2325,4.38
41103,0.6457,4.24
41113,80.3914,5.5
41115,187.9524,5.74
41416,0.8382,4.31
41417,0.509,4.18
41418,0.36,4.54
41427,2.14,4.54
41428,1.1713,4.35
41429,1.52,4.24
41436,1.97,4.51
41440,1.8835,4.48
41444,1.68,4.31
41446,2.28,4.54
41450,2.365,4.55
41454,0.761,4.3
41455,0.54,4.51
41457,0.72,4.31
41458,0.8927,4.33
41459,0.7,4.28
41465,0.33,4.47
41466,0.7752,4.28
41467,0.46,4.14
41468,0.34,4.22
41471,0.486,4.17
41473,0.4902,4.16
41477,0.361,4.09
41483,0.26,4.21
41484,0.87,4.33
41486,0.597,4.24
41488,0.6168,4.28
41489,0.589,4.24
41494,22.6453,5.01
41497,0.5411,4.1
41502,0.3487,4.44
41504,0.293,4.14
41505,0.3487,4.44
41508,2.5699,4.44
41509,0.381,4.44
41511,4.3361,4.44
41513,0.3536,4.44
41517,2.5699,4.44
41518,0.3536,4.44
41519,4.3361,4.44
41522,0.381,4.44
41524,2.1472,4.34
41525,1.8625,4.53
41527,2.2641,4.51
41528,1.3,4.41
41529,2.1472,4.34
41530,2.1472,4.34
41536,1.6,4.47
41537,3.3924,4.62
41538,4.814,4.63
41546,0.6255,4.18
41550,1.035,4.37
41554,1.656,4.43
41555,2.0117,4.52
41558,2.367,4.56
41559,2.284,4.55
41562,2.28,4.55
41564,2.286,4.55
41566,2.5012,4.57
41570,0.6858,4.25
41571,0.823,4.3
41572,2.241,4.53
41573,2.2178,4.52
41584,2.89,4.6
41585,0.78,4.29
41587,0.3256,4.04
41591,2.1691,4.54
41592,2.07,4.53
41593,1.008,4.34
41594,1.286,4.43
41597,2.4693,4.57
41601,3.08,4.64
41602,0.521,4.2
41604,0.4301,4.12
41606,0.6314,4.21
41607,0.641,4.21
41610,3.015,4.61
41611,2.0495,4.49
41614,3.2265,4.56
41619,0.5629,4.07
41626,31.761,5.08
41633,27.3339,5.05
41636,4.406,4.68
41643,27.6893,5.05
41644,26.5,5.04
41645,77.1175,5.26
41646,71.034,5.24
41652,1.2674,4.35
41655,0.5068,4.15
41660,1.39,4.44
41661,0.6093,4.21
41665,0.184,3.86
41671,0.184,3.86
41677,1.076,4.38
41678,0.9993,4.34
41681,0.7475,4.28
41684,0.2332,3.93
41686,1.044,4.36
41689,0.0578,3.52
41691,1.0594,4.36
41692,1.198,4.4
41693,5.34,4.74
41694,4.8239,4.7
41695,0.939,4.32
41696,0.8875,4.31
41697,0.494,4.15
41700,1.7959,4.49
41702,2.22,4.55
41704,2.7069,4.6
41706,2.6041,4.57
41710,4.1241,4.67
41711,0.3509,4.08
41712,0.337,4.05
41714,2.98,4.62
41715,2.97,4.6
41716,2.2784,4.52
41718,3.1016,4.55
41723,1.0592,4.38
41726,1.5536,4.47
41728,1.6619,4.49
41730,1.5649,4.47
41733,1.6131,4.47
41735,1.9653,4.51
41737,1.4824,4.44
41739,2.7445,4.61
41740,2.4367,4.57
41741,2.75,4.59
41743,2.6608,4.59
41745,0.2287,3.93
41747,0.312,3.9
41748,0.2828,4.03
41750,3.0026,4.61
41751,3.0157,4.61
41752,1.3231,4.41
41754,1.59,4.47
41755,1.5487,4.46
41757,0.3855,4.06
41759,6.4,4.8
41760,6.0334,4.75
41761,6.9986,4.78
41763,5.5,4.8
41766,11.938,4.89
41767,12.8,4.88
41769,1.3491,4.43
41771,1.32,4.38
41774,8.4509,4.82
41777,7.1726,4.79
41780,6.4767,4.77
41781,6.31,4.77
41782,3.61,4.65
41783,3.4552,4.63
41784,3.74,4.64
41788,2.78,4.59
41789,2.7435,4.58
41792,1.9182,4.51
41793,1.8195,4.49
41797,1.9309,4.51
41798,1.8807,4.5
41800,1.4998,4.46
41801,1.3439,4.42
41806,1.99,4.52
41807,2.0724,4.54
41809,1.99,4.52
41812,2.3649,4.55
41813,2.92,4.61
41814,3.43,4.57
41818,2.7906,4.58
41819,3.43,4.57
41821,7.33,4.79
41822,7.3496,4.79
41823,8.99,4.85
41825,8.13,4.83
41828,1.98,4.52
41829,1.98,4.52
41830,1.31,4.55
41831,1.98,4.52
41832,1.6724,4.47
41833,2.043,4.53
41834,2.2331,4.57
41837,2.4648,4.58
41839,2.453,4.55
41840,2.1965,4.54
41842,1.1814,4.39
41844,4.6142,4.69
41847,2.2762,4.57
41849,2.0546,4.53
41852,1.1107,4.39
41853,2.1149,4.58
41855,1.517,4.45
41857,2.227,4.62
41859,0.4318,4.12
41860,0.3636,4.05
41862,0.3279,4.04
41863,0.2513,3.93
41864,0.324,4.05
41865,0.67,4.39
41866,0.5496,4.19
41867,0.4376,4.1
41870,1.89,4.48
41872,1.5407,4.45
41876,0.289,4.03
41878,0.3423,4.08
41880,0.411,4.08
41890,2.1881,4.56
41891,2.3,4.64
41892,2.1973,4.56
41895,1.3294,4.43
41896,1.3498,4.43
41897,1.4,4.44
41900,2.8273,4.59
41901,0.52,4.1
41902,0.9065,4.35
41903,0.5919,4.23
41906,2.1195,4.51
41907,2.5679,4.58
41909,3.6333,4.64
41912,2.7941,4.57
41913,2.2148,4.54
41914,2.31,4.52
41917,1.77,4.5
41918,1.5869,4.46
41920,1.48,4.46
41921,1.2921,4.41
41922,1.3,4.41
41923,0.3413,4.11
41924,0.37,4.15
41927,0.7083,4.24
41928,1.2829,4.26
41929,0.883,4.32
41931,0.3494,4.04
41932,0.4045,4.11
41934,13.7258,4.92
41936,2.9912,4.64
41938,2.4897,4.56
41939,1.703,4.49
41940,1.24,4.49
41941,1.7621,4.5
41944,9.4024,4.84
41945,9.5,4.85
41946,6.42,4.76
41947,6.2558,4.76
41950,1.3476,4.43
41952,1.3363,4.42
41954,19.5,4.98
41956,16.7981,4.95
41957,19.3045,4.98
41958,16.8,4.95
41959,5.8314,4.75
41960,6.66,4.79
41962,6.6514,4.77
41964,9.9777,4.86
41968,5.846,4.75
41970,1.903,4.5
41971,2.1838,4.55
41973,1.2589,4.4
41974,1.16,4.37
41977,0.3271,4.03
41978,0.47,4.15
41981,0.5332,4.13
41982,1.09,4.25
41983,0.9741,4.37
41986,0.5909,4.32
41988,1.0408,4.35
41990,0.842,4.28
41992,0.1385,3.78
41993,0.1975,3.93
41994,0.205,3.94
41998,0.4518,4.19
41999,0.4314,4.14
42001,7.77,4.83
42002,6.98,4.79
42005,6.4771,4.77
42006,1.1688,4.38
42009,1.1256,4.37
42012,0.752,4.29
42013,0.7849,4.3
42015,27.2,5.05
42016,26.4502,5.04
42020,2.8966,4.59
42022,6.7,4.78
42024,5.797,4.85
42025,6.555,4.77
42026,0.756,4.28
42028,0.6791,4.23
42030,1.4353,4.45
42031,1.3043,4.41
42033,6.5867,4.77
42037,2.1739,4.54
42038,2.3008,4.56
42042,5.3,4.72
42043,5.2686,4.72
42045,16.2622,4.95
42047,16.8,4.96
42048,16.3,4.96
42049,1.5273,4.46
42050,1.6358,4.49
42051,0.65,4.54
42052,1.53,4.46
42053,8.2838,4.82
42056,0.286,3.99
42058,0.254,3.95
42060,1.1353,4.38
42061,1.1317,4.38
42062,3.78,4.66
42065,3.4123,4.62
42066,0.505,4.14
42069,0.4967,4.14
42071,2.311,4.55
42073,2.63,4.58
42074,1.0498,4.37
42075,0.9248,4.32
42079,4.4261,4.68
42080,5.02,4.7
42082,0.7959,4.29
42083,0.578,4.17
42084,0.74,4.24
42085,1.4446,4.44
42086,1.6224,4.48
42088,2.1265,4.53
42090,2.3704,4.57
42092,3.949,4.65
42093,4.181,4.67
42095,3.486,4.63
42096,2.2688,4.57
42097,2.1403,4.54
42100,1.5677,4.46
42101,1.7018,4.5
42105,3.31,4.45
42106,3.3224,4.63
42109,0.135,3.77
42111,0.208,3.94
42112,0.5941,4.18
42114,0.6538,4.22
42115,2.551,4.59
42116,2.4218,4.57
42121,1.6249,4.48
42122,1.5171,4.45
42124,17.545,4.97
42126,5.2344,4.72
42127,4.6987,4.7
42129,8.5614,4.83
42134,2.5292,4.56
42135,3.374,4.65
42136,2.4,4.55
42138,2.7172,4.6
42139,2.8,4.61
42141,2.0496,4.51
42142,2.54,4.58
42144,1.9901,4.5
42146,0.43,4.24
42147,0.5319,4.16
42148,2.2412,4.55
42150,1.9519,4.49
42152,2.3034,4.56
42153,2.2137,4.55
42155,0.3897,4.1
42157,0.4182,4.12
42159,0.2432,3.99
42160,0.1887,3.88
42161,0.25,4.1
42165,1.9529,4.5
42166,1.0268,4.33
42168,1.23,4.4
42170,0.73,4.29
42171,0.6611,4.26
42172,1.7711,4.51
42175,0.4186,4.12
42176,0.4128,4.12
42178,3.98,4.67
42179,3.95,4.67
42180,3.6007,4.64
42183,1.198,4.4
42185,1.1734,4.39
42187,6.988,4.78
42193,1.8304,4.5
42195,2.39,4.58
42196,0.2413,4.02
42197,0.215,3.98
42199,0.8389,4.28
42201,1.047,4.36
42204,0.81,4.32
42209,0.7845,4.31
42210,1.2011,4.4
42211,1.243,4.42
42214,12.5972,4.9
42215,12.98,4.95
42217,3.8571,4.67
42218,3.2285,4.62
42220,0.3119,4.03
42222,0.2395,3.92
42223,0.4884,4.15
42224,0.542,4.19
42225,0.49,4.17
42228,0.8358,4.31
42229,0.89,4.3
42230,2.6557,4.6
42233,10.8959,4.87
42237,4.7533,4.7
42238,5.15,4.73
42240,2.6643,4.6
42241,2.244,4.61
42242,2.3628,4.57
42245,5.2803,4.72
42248,5.9636,4.75
42250,6.4364,4.77
42253,1.9673,4.5
42255,2.0537,4.53
42256,6.5331,4.77
42257,7.23,5.11
42261,23.9,5.05
42263,20.3114,4.99
42265,1.68,4.48
42267,1.5078,4.45
42268,0.4017,4.12
42269,0.417,4.14
42271,21.3916,5.0
42272,20.3,4.99
42274,1.0231,4.35
42275,1.089,4.38
42277,2.1333,4.5
42279,2.9465,4.8
42281,12.68,4.92
42283,12.2,4.91
42284,11.3415,4.88
42285,11.38,4.88
42286,1.7067,4.49
42289,0.1142,3.79
42291,0.1161,3.79
42292,0.0781,3.63
42295,0.511,4.21
42296,0.384,4.11
42298,0.6391,4.24
42300,0.639,4.24
42301,0.3934,4.06
42303,0.56,4.19
42304,2.298,4.55
42307,2.38,4.66
42311,0.359,4.06
42312,0.3351,4.03
42313,0.0459,3.45
42314,0.089,3.7
42316,0.781,4.28
42318,0.9382,4.34
42321,3.163,4.63
42323,1.3192,4.42
42325,1.25,4.42
42327,1.8469,4.37
42328,1.8521,4.5
42330,2.1428,4.54
42332,0.4367,4.12
42333,0.476,4.16
42335,0.3917,4.09
42336,0.486,4.17
42338,15.8,4.97
42340,12.4082,4.9
42343,1.8411,4.51
42345,18.4443,4.97
42349,6.6213,4.77
42351,0.055,3.5
42353,1.301,4.4
42354,0.9813,4.33
42356,1.521,4.44
42358,1.94,4.52
42359,2.1,4.54
42360,1.744,4.48
42362,26.9426,5.04
42363,25.6,5.04
42367,0.7835,4.26
42368,1.096,4.37
42370,2.1389,4.52
42373,3.3448,4.62
42374,3.76,4.65
42375,2.64,4.58
42376,2.6346,4.59
42380,3.0429,4.6
42381,3.91,4.66
42382,30.7338,5.07
42383,26.9,5.04
42385,27.7,5.04
42386,2.342,4.52
42390,0.5257,4.15
42391,0.835,4.3
42393,0.297,4.0
42394,0.2429,3.93
42397,2.8833,4.58
42400,8.3472,4.82
42403,2.3712,4.53
42406,17.1404,4.96
42409,1.3195,4.43
42412,3.0242,4.6
42414,0.2,3.96
42416,0.129,3.8
42417,0.79,4.3
42419,0.7108,4.25
42423,1.6794,4.49
42424,0.8676,4.3
42426,1.013,4.34
42429,2.039,4.51
42432,0.2771,3.97
42433,0.326,4.03
42434,0.7556,4.27
42436,0.34,4.04
42437,0.2754,3.96
42439,0.305,4.04
42441,0.3279,4.05
42443,0.9997,4.34
42444,1.138,4.38
42445,0.531,4.18
42446,0.4768,4.14
42451,0.316,4.02
42452,0.2891,3.98
42454,1.14,4.35
42455,1.2449,4.41
42458,3.7599,4.66
42459,4.6966,4.7
42462,0.7183,4.25
42466,2.0989,4.54
42467,0.482,4.2
42468,0.8508,4.32
42470,0.0254,3.29
42474,8.98,4.83
42475,8.7069,4.83
42480,9.7351,4.85
42482,7.2,4.87
42484,0.75,4.25
42485,0.8055,4.28
42488,5.1255,4.72
42489,4.754,4.58
42490,1.22,4.4
42492,0.5065,4.13
42493,0.822,4.3
42496,1.1481,4.41
42497,0.745,4.25
42498,1.2904,4.46
42500,0.7912,4.29
42502,0.789,4.29
42503,2.4258,4.57
42507,1.078,4.35
42509,1.44,4.46
42510,1.2547,4.28
42512,0.2846,3.97
42513,0.346,4.05
42515,0.6926,4.26
42520,2.9169,4.59
42521,9.8363,4.85
42522,10.99,4.9
42524,1.9099,4.51
42526,1.4,4.19
42528,0.4127,4.09
42529,0.3302,4.01
42532,1.4088,4.42
42533,0.396,4.08
42534,0.4839,4.14
42536,1.65,4.49
42537,4.7388,4.73
42538,1.5795,4.47
42542,1.3258,4.42
42545,0.3357,4.07
42546,0.331,4.07
42548,0.587,4.21
42549,0.4825,4.13
42553,0.823,4.29
42555,2.3012,4.55
42557,2.95,4.63
42558,3.6393,4.64
42560,3.922,4.67
42561,4.0,4.67
42562,0.6598,4.24
42563,0.767,4.29
42566,2.48,4.58
42568,2.4505,4.58
42571,5.8,4.75
42572,5.4313,4.73
42573,6.01,4.76
42574,3.3643,4.62
42575,3.7,4.68
42577,5.6621,4.74
42581,0.4758,4.13
42582,0.521,4.17
42583,0.4133,4.1
42585,0.478,4.16
42586,14.3,4.92
42587,14.1812,4.92
42589,15.26,4.97
42591,0.475,4.14
42592,0.447,4.12
42593,0.5792,4.21
42594,0.507,4.17
42595,0.5091,4.15
42596,0.569,4.19
42598,0.742,4.28
42599,0.738,4.28
42601,0.521,4.18
42604,0.4557,4.12
42605,6.4957,4.77
42608,6.9,4.81
42611,1.6518,4.45
42616,9.0943,4.84
42618,1.1416,4.39
42619,1.205,4.42
42622,0.775,4.26
42623,0.9415,4.36
42625,0.5407,4.19
42626,0.621,4.24
42627,2.01,4.53
42628,2.0887,4.54
42632,0.3887,4.1
42633,0.537,4.22
42634,21.3008,5.0
42635,23.0084,5.01
42637,3.786,4.64
42638,3.775,4.66
42640,3.7,4.65
42641,3.6484,4.64
42642,2.72,4.49
42646,1.8046,4.48
42647,2.0383,4.53
42649,10.6067,4.87
42653,2.5401,4.59
42654,2.9398,4.62
42658,0.0662,3.55
42659,0.179,3.9
42663,12.4327,4.9
42664,19.3428,4.93
42665,32.2709,5.04
42666,13.2524,4.93
42667,21.3865,5.0
42668,13.5571,4.91
42669,3.8639,4.65
42672,2.985,4.69
42675,0.031,3.39
42677,0.2046,3.91
42680,0.784,4.29
42681,0.5348,4.17
42683,9.6647,4.85
42684,10.1,4.68
42687,2.3897,4.57
42688,1.4059,4.44
42693,1.24,4.41
42695,1.0731,4.36
42696,7.6213,4.8
42700,0.685,4.25
42704,4.5271,4.69
42711,2.1561,4.56
42713,1.9929,4.53
42714,2.1232,4.48
42715,5.9462,4.75
42722,0.028,3.48
42724,10.5,4.88
42725,7.6423,4.8
42728,0.7824,4.28
42730,0.084,3.77
42733,2.0789,4.53
42734,2.36,4.57
42736,1.0113,4.36
42740,0.1211,3.81
42741,0.0861,3.65
42744,0.3419,4.02
42746,0.3811,4.11
42749,2.0433,4.52
42752,0.4638,4.13
42753,0.624,4.23
42756,0.5411,4.19
42757,0.5012,4.17
42759,0.36,4.06
42760,0.2841,3.98
42762,10.8279,4.87
42763,11.7,4.86
42765,11.3,4.88
42766,1.5508,4.3
42767,1.2925,4.42
42772,2.3223,4.53
42774,24.5681,5.03
42776,1.4,4.6
42777,1.7657,4.47
42780,1.7436,4.5
42781,0.922,4.22
42783,0.878,4.33
42785,0.649,4.3
42787,0.6852,4.27
42789,1.0751,4.36
42790,11.45,4.9
42793,10.6969,4.87
42797,8.7206,4.83
42798,9.0,4.84
42799,2.9523,4.59
42801,2.94,4.63
42802,0.3205,4.04
42804,0.344,4.08
42806,1.3175,4.42
42810,6.0588,4.77
42811,5.4,4.77
42812,4.7135,4.7
42814,4.278,4.7
42816,0.197,3.93
42817,0.205,3.94
42818,0.1467,3.82
42819,0.167,3.86
42820,3.5284,4.63
42822,3.92,4.67
42824,4.24,4.69
42825,4.0776,4.67
42826,4.7,4.68
42828,13.4033,4.91
42830,1.3432,4.44
42836,30.586,5.07
42841,3.1868,4.61
42842,1.03,4.2
42844,0.6481,4.2
42845,0.568,4.22
42846,0.2892,4.0
42848,0.8781,4.31
42849,0.774,4.27
42851,1.95,4.5
42853,1.691,4.45
42854,2.2551,4.57
42856,1.89,4.5
42859,1.809,4.47
42861,3.49,4.67
42862,3.1834,4.61
42864,4.99,4.73
42866,5.0584,4.71
42868,1.095,4.36
42870,0.9753,4.33
42871,1.551,4.34
42873,1.6359,4.48
42874,2.3676,4.54
42878,9.894,4.85
42879,9.615,5.01
42880,11.3723,4.88
42882,13.4,4.93
42883,2.7666,4.61
42886,22.241,5.01
42887,22.8674,5.01
42891,0.0898,3.65
42892,6.19,4.77
42893,1.076,4.38
42895,5.6649,4.74
42897,20.6117,5.01
42898,19.0473,4.98
42899,0.4844,4.21
42901,0.276,4.2
42902,4.6654,4.7
42904,4.89,4.72
42905,0.452,4.2
42906,0.7184,4.29
42908,9.8,4.85
42909,9.9889,4.86
42911,0.627,4.23
42912,0.762,4.3
42915,0.2014,3.91
42916,0.24,3.99
42920,7.6024,4.8
42923,5.3472,4.73
42927,1.4507,4.45
42929,1.34,4.41
42931,4.7262,4.7
42934,7.8075,4.81
42936,10.14,4.81
42937,0.8,4.29
42939,0.7778,4.29
42942,8.0,4.81
42946,7.86,4.81
42948,7.8946,4.81
42949,7.68,4.8
42952,3.36,4.64
42953,2.6767,4.57
42957,23.1539,5.01
42959,1.7271,4.5
42961,1.58,4.47
42963,2.9051,4.64
42964,2.4,4.5
42965,7.6417,4.8
42968,8.11,4.83
42970,1.8343,4.51
42975,21.9,5.01
42976,21.1364,5.0
42977,6.024,4.73
42980,4.9315,4.71
42984,0.4267,4.14
42985,0.38,4.05
42986,8.3696,4.82
42988,7.9,4.8
42990,0.1735,3.84
42991,0.254,3.86
42993,2.431,4.51
42994,4.8419,4.7
42996,2.6399,4.59
42998,2.98,4.61
43001,2.5407,4.56
43002,3.7925,4.65
43006,2.8198,4.58
43007,3.294,4.74
43009,1.63,4.45
43010,1.5226,4.45
43013,1.588,4.49
43014,1.4,4.47
43016,1.685,4.48
43017,1.6395,4.47
43021,0.5814,4.2
43022,0.68,4.24
43023,0.6842,4.24
43024,0.623,4.22
43026,2.87,4.6
43027,2.9092,4.62
43031,2.094,4.52
43034,1.0314,4.43
43035,0.482,4.26
43037,4.9427,4.71
43042,1.3104,4.41
43044,1.76,4.5
43045,0.1936,3.89
43048,1.1613,4.38
43050,1.235,4.45
43052,2.941,4.62
43055,1.5222,4.43
43058,8.0541,4.81
