,st_dens,st_logg
37136,0.5355,4.24
37138,5.1367,4.32
37145,5.1367,4.32
37148,0.9146,4.31
37149,0.2309,4.45
37150,5.1367,4.32
37152,0.3806,3.97
37156,0.2625,3.99
37157,0.3806,3.97
37161,0.3899,3.7
37162,0.3806,3.97
37165,2.115,4.54
37168,1.9728,4.56
37169,2.019,4.56
37170,1.9728,4.56
37172,1.9728,4.56
37177,7.2728,4.48
37178,3.2136,4.48
37181,7.2728,4.48
37183,7.2728,4.48
37186,2.037,4.51
37190,6.6598,4.7
37192,6.6598,4.7
37193,5.773,4.71
37198,2.9141,4.58
37199,6.6598,4.7
37204,2.1344,4.59
37206,2.1344,4.59
37207,2.3981,4.57
37210,2.7269,4.59
37211,2.1344,4.59
37216,6.7317,4.86
37221,4.5421,4.85
37224,4.5421,4.85
37225,4.6288,4.69
37227,4.5421,4.85
37230,2.63,4.61
37232,13.9854,4.92
37234,2.84,4.6
37235,2.8,4.6
37237,2.8,4.61
37240,3.0953,4.64
37244,1.0139,4.34
37245,1.0139,4.34
37248,0.9842,4.39
37249,1.0139,4.34
37255,0.651,4.62
37257,1.8494,4.62
37259,2.3564,4.57
37263,1.8494,4.62
37265,1.8494,4.62
37272,0.9433,4.34
37274,0.4839,4.28
37276,0.4839,4.28
37278,0.886,4.31
37280,0.4839,4.28
37283,15.2384,4.27
37288,15.2384,4.27
37289,0.9066,4.27
37290,0.9066,4.27
37292,0.9066,4.27
37293,1.3939,4.5
37295,15.2384,4.27
37297,1.9981,4.53
37299,1.3452,4.5
37301,0.0934,4.1
37302,0.037,3.96
37303,0.037,3.96
37304,0.037,3.96
37305,0.0867,3.96
37309,0.0867,3.96
37312,0.0955,4.1
37315,0.0867,3.96
37320,0.0582,3.51
37321,0.0977,4.1
37326,3.9787,4.76
37327,3.0682,4.62
37328,3.7774,4.76
37330,3.9787,4.76
37333,3.9787,4.76
37337,2.8084,4.61
37338,2.8084,4.61
37340,1.8746,4.47
37345,2.8084,4.61
37346,2.2599,4.62
37349,4.7401,4.67
37354,3.2411,4.6
37355,3.2411,4.6
37358,3.2411,4.6
37359,3.7882,4.67
37364,0.1025,4.45
37365,0.1025,4.45
37372,0.1671,4.44
37373,0.7164,4.26
37374,0.1025,4.45
37375,0.4601,4.47
37379,0.4731,3.66
37381,0.3503,4.05
37383,0.4601,4.47
37387,0.4601,4.47
37395,20.7987,4.44
37396,14.8425,4.24
37397,0.7723,4.44
37398,0.7909,4.44
37399,0.9649,4.24
37405,0.9355,4.44
37408,20.7987,4.44
37409,0.741,4.27
37412,0.7831,4.24
37413,0.7034,4.27
37415,0.7723,4.44
37416,20.7987,4.44
37417,0.9355,4.44
37418,0.9355,4.44
37419,0.7909,4.44
37424,0.7723,4.44
37425,0.7909,4.44
37426,0.7747,4.24
37427,9.4885,4.52
37428,0.4166,4.52
37432,2.4361,4.57
37433,9.4885,4.52
37434,9.4885,4.52
37441,0.0177,4.18
37448,0.0634,4.41
37449,0.74,4.28
37450,0.0634,4.41
37451,0.0634,4.41
37454,1.5285,4.45
37461,1.5285,4.45
37463,1.5285,4.45
37464,1.5039,4.34
37465,0.5534,4.17
37466,1.2876,4.34
37467,0.7795,4.27
37469,0.9586,4.34
37472,0.9586,4.34
37478,0.9586,4.34
37481,1.3141,4.36
37482,0.3481,4.05
37484,1.3141,4.36
37487,1.2848,4.2
37489,1.3141,4.36
37494,1.2474,4.4
37495,1.9331,4.4
37496,2.1418,4.4
37498,1.9331,4.4
37502,1.9331,4.4
37505,3.5535,3.93
37514,0.4945,4.11
37515,3.5535,3.93
37516,3.5535,3.93
37523,0.3281,4.02
37525,0.7266,4.51
37528,0.7266,4.51
37529,0.7205,4.5
37530,0.7266,4.51
37531,0.7044,4.41
37535,0.7101,4.38
37540,0.7101,4.38
37541,0.8341,4.3
37543,0.7101,4.38
37548,0.6077,4.48
37549,4.505,4.48
37551,0.4502,4.05
37552,4.505,4.48
37555,0.6077,4.48
37558,0.6077,4.48
37559,0.8203,4.05
37561,4.505,4.48
37563,0.6891,4.17
37568,0.6891,4.17
37571,0.6537,4.17
37577,0.4204,4.11
37579,0.518,4.18
37580,0.6891,4.17
37582,6.6577,4.7
37588,4.8522,4.7
37589,6.6577,4.7
37590,2.6625,4.7
37591,1.5814,4.7
37592,3.225,4.7
37595,6.6577,4.7
37596,4.6211,4.7
37599,5.3179,4.7
37602,4.5885,4.7
37603,1.5814,4.7
37607,6.7973,4.7
37610,3.52,4.66
37613,2.6625,4.7
37615,2.33,4.64
37617,2.6625,4.7
37619,1.5814,4.7
37620,3.225,4.7
37622,4.6211,4.7
37623,3.225,4.7
37624,4.6211,4.7
37626,4.2028,4.7
37631,1.0156,4.56
37632,1.0156,4.56
37634,2.6268,4.6
37636,1.0156,4.56
37640,0.3834,4.56
37641,2.9653,4.6
37642,1.1118,4.76
37645,1.5102,4.76
37647,1.1118,4.76
37653,1.1118,4.76
37656,1.9392,4.52
37657,0.4933,4.54
37660,0.5473,4.54
37662,0.5473,4.54
37663,0.5473,4.54
37671,1.8368,4.31
37672,0.7789,4.28
37673,1.7634,4.43
37677,1.7634,4.43
37679,1.7634,4.43
37680,1.1587,4.36
37681,0.259,4.39
37684,0.259,4.39
37686,1.1651,4.39
37687,1.0342,4.36
37688,1.1659,4.39
37689,1.1659,4.39
37692,1.1659,4.39
37697,0.259,4.39
37700,0.3486,4.05
37702,0.0368,4.08
37703,0.1281,4.08
37704,0.1281,4.08
37712,0.1281,4.08
37715,0.0375,3.87
37717,0.3122,4.0
37721,0.0375,3.87
37723,0.0375,3.87
37724,0.0152,4.11
37726,1.4529,4.71
37727,4.1749,4.71
37729,4.1749,4.71
37736,4.1749,4.71
37737,0.8863,4.49
37738,0.8863,4.49
37741,0.8863,4.49
37743,1.2948,4.41
37745,0.3057,4.49
37750,5.5414,4.74
37751,4.829,4.64
37752,5.0648,4.76
37758,11.5143,4.74
37759,5.5414,4.74
37763,4.1927,4.74
37768,11.5143,4.74
37770,5.2579,4.64
37774,4.1927,4.74
37776,3.4805,4.64
37777,5.5414,4.74
37779,11.5143,4.74
37780,4.1927,4.74
37784,1.6551,4.49
37785,1.5818,4.49
37789,1.5818,4.49
37791,1.287,4.41
37792,1.5818,4.49
37794,0.6233,4.5
37799,0.6233,4.5
37800,0.386,4.06
37802,0.6233,4.5
37805,0.4556,4.15
37809,0.0802,4.2
37810,0.3742,4.11
37811,0.0802,4.2
37814,0.7715,4.08
37817,0.0802,4.2
37821,1.9862,4.49
37822,2.0372,4.49
37828,1.9862,4.49
37830,0.4383,4.01
37832,1.9862,4.49
37833,1.4993,4.01
37835,1.4742,4.29
37839,0.2253,3.93
37841,0.3885,4.45
37842,0.3885,4.45
37847,0.3885,4.45
37853,0.1209,3.46
37854,0.1209,3.46
37856,0.1137,3.46
37857,0.1209,3.46
37866,2.3104,4.58
37867,1.7886,4.59
37869,2.3104,4.58
37872,2.3104,4.58
37873,1.3211,4.38
37879,0.8582,4.29
37884,1.8355,4.52
37885,1.784,4.52
37886,1.8355,4.52
37890,1.8355,4.52
37892,2.4587,4.55
37893,2.4587,4.55
37896,2.4587,4.55
37900,1.8513,4.52
37902,2.4504,4.56
37906,2.4128,4.46
37907,2.4187,4.59
37908,2.481,4.58
37909,2.4187,4.59
37914,2.4187,4.59
37917,2.0592,4.46
37922,2.192,4.46
37923,1.4724,4.44
37925,2.3396,4.49
37926,0.855,4.49
37931,2.3396,4.49
37932,0.6551,4.49
37933,0.855,4.49
37939,1.8568,4.46
37940,2.2734,4.49
37941,0.855,4.49
37942,0.6551,4.49
37943,3.9633,4.46
37945,2.3396,4.49
37948,2.2734,4.49
37953,2.2734,4.49
37954,0.6551,4.49
37955,0.1836,3.86
37956,0.6931,4.02
37960,0.6931,4.02
37961,0.6931,4.02
37964,0.7183,3.97
37968,2.3567,4.56
37971,1.9468,4.51
37973,2.3567,4.56
37975,2.6452,4.56
37978,2.3567,4.56
37981,1.5656,4.43
37983,0.3184,4.43
37984,1.2226,4.43
37985,0.6316,4.43
37987,1.5656,4.43
37990,1.2226,4.43
37992,1.2226,4.43
37993,0.9551,4.43
37998,1.3112,4.42
38001,0.9676,4.43
38004,1.5656,4.43
38005,0.9551,4.43
38006,0.9551,4.43
38009,1.8033,4.33
38010,1.8033,4.33
38011,1.8033,4.33
38017,0.6201,4.2
38018,0.3502,4.03
38024,1.4804,4.35
38028,1.4804,4.35
38029,1.4337,4.31
38030,1.2522,4.42
38032,1.4804,4.35
38033,4.8189,4.4
38034,1.7064,4.4
38038,1.6329,4.4
38042,1.7064,4.4
38043,1.692,4.52
38044,4.8189,4.4
38045,1.7064,4.4
38046,4.8189,4.4
38051,2.1965,4.4
38054,1.7252,4.58
38061,1.7252,4.58
38062,1.7252,4.58
38063,1.0175,4.23
38064,0.7312,4.27
38067,0.4985,4.13
38068,2.79,4.13
38069,3.327,4.56
38071,3.327,4.56
38073,3.327,4.56
38080,4.121,4.48
38082,3.9226,4.61
38083,3.0147,4.63
38085,3.9226,4.61
38091,3.9226,4.61
38094,5.2206,4.58
38095,0.9769,4.33
38098,5.2804,4.57
38101,5.2804,4.57
38103,5.2804,4.57
38105,3.816,4.74
38108,3.4918,4.74
38113,6.1207,4.74
38116,6.1207,4.74
38118,3.9749,4.73
38120,3.4918,4.74
38121,6.2257,4.73
38126,10.1602,4.86
38128,3.4918,4.74
38131,0.3857,4.73
38134,3.816,4.74
38135,6.1207,4.74
38137,3.816,4.74
38141,0.3999,4.42
38142,0.4793,4.36
38146,0.3999,4.42
38148,0.3999,4.42
38150,3.6896,4.45
38152,3.6896,4.45
38156,1.1115,4.44
38159,1.3625,4.43
38161,3.6896,4.45
38163,1.0168,4.49
38165,1.0579,4.49
38166,1.0519,4.36
38167,1.0579,4.49
38170,1.0579,4.49
38178,5.886,4.72
38180,6.1548,4.72
38184,5.886,4.72
38185,5.886,4.72
38188,2.6367,4.56
38189,2.1477,4.81
38191,2.1477,4.81
38194,2.3951,4.81
38195,2.5841,4.56
38197,3.6022,4.81
38198,3.022,4.81
38201,2.1477,4.81
38204,3.022,4.81
38206,3.022,4.81
38207,0.8792,4.4
38212,0.0454,4.4
38213,0.8792,4.4
38214,0.8792,4.4
38217,0.5209,4.16
38222,0.4315,4.46
38224,0.4315,4.46
38227,1.3981,4.44
38228,0.4767,4.46
38229,0.4315,4.46
38232,1.463,4.44
38233,2.9959,4.65
38238,1.463,4.44
38242,0.4218,4.44
38244,1.463,4.44
38245,0.6906,4.46
38247,0.677,4.45
38248,2.0439,4.55
38253,0.6906,4.46
38255,0.6906,4.46
38261,0.0796,4.28
38265,0.3945,4.08
38267,0.5336,4.37
38268,0.5336,4.37
38269,0.5336,4.37
38272,1.8394,4.42
38273,1.8394,4.42
38274,0.0518,4.42
38277,0.0851,4.33
38280,1.3635,4.42
38281,0.0518,4.42
38282,1.2089,4.42
38283,0.2469,4.33
38284,1.2089,4.42
38285,0.0277,4.33
38288,0.029,4.42
38290,0.7348,4.33
38294,0.029,4.42
38295,1.0121,4.33
38302,1.3635,4.42
38303,0.0518,4.42
38304,1.8394,4.42
38305,1.2089,4.42
38309,0.029,4.42
38311,1.3635,4.42
38314,25.3686,4.62
38315,24.058,3.97
38318,25.3686,4.62
38322,25.3686,4.62
38323,2.2569,4.56
38326,2.4199,4.55
38329,2.7679,4.61
38331,2.7679,4.61
38334,2.8516,4.62
38338,2.7679,4.61
38340,1.6379,4.28
38341,1.7948,4.53
38345,1.7948,4.53
38347,1.7948,4.53
38351,1.4156,4.44
38352,0.408,4.72
38353,2.2102,4.5
38354,1.3387,4.72
38358,0.5851,4.75
38359,7.1173,4.7
38360,0.5851,4.75
38361,0.5851,4.75
38369,0.8033,4.63
38373,2.3201,4.54
38376,0.5566,4.53
38378,0.5566,4.53
38379,0.5566,4.53
38381,4.3235,4.56
38386,3.8959,4.55
38387,3.8959,4.55
38388,3.8959,4.55
38389,2.1308,4.55
38396,2.4227,4.49
38398,2.4227,4.49
38399,2.4257,4.53
38403,2.4227,4.49
38405,1.9043,4.49
38406,0.2076,4.43
38409,0.3016,4.19
38414,0.2076,4.43
38417,0.2076,4.43
38418,0.1604,3.81
38422,0.2163,3.95
38424,0.2163,3.95
38428,0.292,4.02
38430,0.2408,3.94
38431,0.2275,4.03
38432,0.2163,3.95
38433,0.5482,4.54
38436,2.3464,4.54
38440,1.5858,4.54
38449,0.1197,4.54
38451,0.1197,4.54
38453,0.5482,4.54
38455,2.0976,4.55
38459,0.5482,4.54
38460,0.6063,4.5
38461,2.3464,4.54
38463,0.1197,4.54
38464,2.3464,4.54
38465,0.3575,4.5
38467,0.753,4.5
38469,1.5858,4.54
38470,0.9464,4.5
38471,0.8271,4.29
38473,1.5699,4.47
38474,1.5699,4.47
38480,1.6045,4.47
38481,1.5699,4.47
38484,0.6378,4.43
38488,0.6378,4.43
38489,2.9409,4.65
38491,0.6378,4.43
38493,0.6393,4.43
38498,0.9856,4.4
38499,0.6099,4.25
38502,0.6099,4.25
38505,0.153,3.82
38509,0.6099,4.25
38519,0.3603,4.41
38521,0.3603,4.41
38524,0.3435,4.2
38526,0.5585,4.2
38527,0.3603,4.41
38529,0.4696,4.41
38530,0.4696,4.41
38536,0.5826,4.3
38539,0.5792,4.3
38540,0.5826,4.3
38544,0.3673,4.05
38546,0.5826,4.3
38547,0.9142,4.3
38551,2.0747,4.55
38558,1.7933,4.55
38559,1.7933,4.55
38560,1.7933,4.55
38563,1.509,4.46
38566,2.7636,4.57
38568,2.7902,4.48
38570,2.7636,4.57
38571,2.7636,4.57
38575,1.4706,4.37
38576,1.4706,4.37
38581,1.4777,4.49
38584,1.667,4.48
38585,1.4706,4.37
38589,1.0195,4.62
38590,3.1491,4.51
38591,3.6541,4.62
38592,1.0195,4.62
38593,1.0195,4.62
38594,3.086,4.51
38603,2.8772,4.61
38604,3.6541,4.62
38606,3.6541,4.62
38608,2.6723,4.48
38611,1.8199,4.51
38612,2.6732,4.48
38615,2.6732,4.48
38617,2.6732,4.48
38624,7.449,4.52
38625,7.449,4.52
38626,1.9421,4.5
38627,7.449,4.52
38632,9.6522,4.52
38634,1.5599,4.46
38636,1.2373,4.46
38638,1.5599,4.46
38640,1.5599,4.46
38643,0.7391,4.23
38647,0.7858,4.5
38648,0.9995,4.5
38649,0.7858,4.5
38654,0.7858,4.5
38656,0.7928,4.28
38664,0.8259,4.39
38668,0.5867,4.18
38671,0.273,4.39
38673,0.8259,4.39
38676,0.4952,4.39
38677,0.8259,4.39
38680,2.5247,4.44
38681,1.5194,4.44
38683,3.3064,4.44
38684,3.3064,4.44
38685,2.5247,4.44
38686,2.6258,4.44
38687,2.1103,4.54
38688,2.5247,4.44
38689,2.6725,4.44
38697,3.3064,4.44
38699,1.611,4.44
38700,1.5194,4.44
38703,1.5194,4.44
38704,2.6649,4.57
38705,2.4787,4.57
38713,3.3131,4.64
38714,2.4787,4.57
38715,2.4787,4.57
38717,0.951,4.45
38718,0.6093,4.61
38723,0.6093,4.61
38724,0.6093,4.61
38733,0.8547,4.52
38737,0.0243,4.52
38738,0.9814,4.33
38741,0.8547,4.52
38742,0.8547,4.52
38743,0.0892,4.55
38747,0.1608,4.56
38750,1.6429,4.48
38752,0.0892,4.55
38753,0.0892,4.55
38759,0.4999,4.21
38760,0.2778,3.96
38762,0.7957,3.96
38764,0.4368,4.21
38767,0.4368,4.21
38769,0.4368,4.21
38772,0.3845,3.96
38773,0.4247,4.09
38774,0.4138,3.96
38775,0.4999,4.21
38777,0.4999,4.21
38778,0.2577,4.21
38780,0.2577,4.21
38782,0.2577,4.21
38783,0.0554,3.96
38786,0.8578,4.47
38790,0.8578,4.47
38792,0.8578,4.47
38795,1.1818,4.39
38796,0.9661,4.47
38803,0.4378,4.51
38804,0.4378,4.51
38806,0.2832,4.51
38808,0.4378,4.51
38810,0.5308,4.16
38812,2.0625,4.55
38816,1.7818,4.55
38818,1.7818,4.55
38819,0.8756,4.55
38820,1.7818,4.55
38825,0.3162,4.41
38827,0.6041,4.41
38828,0.6041,4.41
38834,1.2089,4.41
38837,0.6041,4.41
38841,0.6128,4.41
38842,1.8002,4.41
38844,0.8797,4.31
38846,0.6128,4.41
38848,0.6128,4.41
38851,0.1105,4.54
38852,0.915,4.54
38857,0.915,4.54
38860,0.915,4.54
38863,1.0583,4.36
38864,2.2258,4.58
38865,2.3055,4.45
38870,2.0325,4.58
38873,2.2258,4.58
38874,1.6546,4.46
38876,2.0325,4.58
38877,3.573,4.45
38880,2.2258,4.58
38881,1.1969,4.5
38883,1.1969,4.5
38885,0.8658,4.42
38886,1.1969,4.5
38893,1.9875,4.58
38896,0.905,4.28
38898,3.4542,4.53
38899,3.4542,4.53
38902,3.4542,4.53
38907,1.0669,4.41
38910,1.0981,4.37
38912,1.4139,4.41
38913,1.0669,4.41
38914,1.3566,4.41
38915,1.0669,4.41
38916,1.3742,4.41
38921,1.4139,4.41
38922,1.0667,4.26
38923,0.074,3.84
38925,0.8567,4.26
38927,1.0667,4.26
38929,0.8567,4.26
38931,0.5647,4.23
38937,0.8567,4.26
38938,0.1016,3.84
38942,1.1651,4.39
38945,0.1285,4.45
38947,0.0455,4.43
38948,0.1285,4.45
38950,0.1285,4.45
38954,2.0541,4.53
38956,8.5906,4.64
38957,9.5719,4.64
38959,9.5719,4.64
38960,9.5719,4.64
38968,2.7799,4.38
38971,2.5502,4.41
38973,0.7494,4.27
38975,2.5502,4.41
38977,2.5502,4.41
38978,3.62,4.41
38980,3.62,4.41
38984,3.6456,4.49
38988,3.62,4.41
38990,0.5528,4.19
38991,0.1493,4.28
38995,0.1173,4.25
38998,0.1493,4.28
39002,0.1493,4.28
39003,1.8194,4.42
39005,1.8194,4.42
39007,1.8194,4.42
39008,1.8314,4.25
39014,1.3406,4.43
39016,0.7511,4.37
39018,0.7511,4.37
39020,0.9972,4.37
39025,0.8201,4.27
39026,0.6908,4.27
39030,0.9972,4.37
39031,0.7398,4.27
39033,0.7511,4.37
39034,0.9972,4.37
39039,2.0721,4.32
39043,2.0721,4.32
39044,2.0721,4.32
39045,1.8072,4.52
39047,2.1497,4.54
39049,0.4969,4.15
39051,1.1317,4.3
39052,1.2523,4.27
39058,1.1317,4.3
39059,1.1317,4.3
39062,1.8864,4.4
39063,1.8864,4.4
39067,0.4706,4.12
39070,1.8864,4.4
39072,1.575,4.41
39074,3.4997,4.49
39075,3.4997,4.49
39080,0.1881,3.86
39083,3.4997,4.49
39085,3.4797,4.49
39087,3.5686,4.66
39088,2.7967,4.61
39089,1.1187,4.62
39093,2.7967,4.61
39099,2.7967,4.61
39100,1.0357,4.35
39101,0.3676,4.47
39102,0.1532,4.47
39104,0.3676,4.47
39106,0.3676,4.47
39115,0.3328,4.47
39116,0.3328,4.47
39117,2.2261,4.57
39120,0.4535,4.47
39122,0.3328,4.47
39126,2.6162,4.56
39128,5.0212,4.73
39129,5.8693,4.68
39130,5.0212,4.73
39134,5.0212,4.73
39139,0.3788,4.57
39141,0.3788,4.57
39143,0.0058,4.57
39145,0.0405,4.57
39147,0.1521,3.78
39149,0.0061,4.57
39150,0.3788,4.57
39152,0.0061,4.57
39153,0.0061,4.57
39160,0.451,4.11
39161,0.0375,4.55
39163,0.7752,4.55
39166,0.7752,4.55
39167,0.7752,4.55
39172,1.7712,4.7
39174,1.7712,4.7
39175,2.0622,4.48
39178,1.4662,4.66
39183,1.7712,4.7
39185,1.0518,4.35
39186,1.131,4.54
39187,1.131,4.54
39192,1.2804,4.54
39194,1.131,4.54
39200,2.5474,4.49
39201,2.5474,4.49
39205,2.7596,4.49
39212,2.5474,4.49
39215,1.9534,4.49
39217,2.0053,4.49
39221,1.253,4.41
39223,2.0053,4.49
39224,1.64,4.49
39225,1.9534,4.49
39227,1.0346,4.6
39230,2.0883,4.61
39232,2.3624,4.54
39237,1.0346,4.6
39240,1.0346,4.6
39242,2.7247,4.7
39245,9.6719,4.75
39246,9.6719,4.75
39249,9.6719,4.75
39253,3.5362,4.64
39254,2.5711,4.26
39255,0.7904,4.27
39256,2.5239,4.52
39262,2.5239,4.52
39263,2.5239,4.52
39270,0.0313,4.55
39271,0.0313,4.55
39272,0.0376,4.55
39273,0.0376,4.55
39275,0.0272,4.34
39276,0.0313,4.55
39278,0.0952,4.34
39283,0.314,4.0
39285,0.0376,4.55
39286,1.1409,4.39
39290,1.0443,4.47
39292,1.0443,4.47
39295,1.0443,4.47
39296,0.9787,4.47
39301,8.0012,4.55
39302,8.5834,4.55
39303,1.7602,4.49
39304,8.5834,4.55
39305,8.5834,4.55
39314,1.6683,4.51
39315,2.0305,4.35
39318,2.0305,4.35
39319,2.0305,4.35
39322,2.0059,4.47
39325,0.6433,4.19
39328,0.5419,4.19
39330,0.2639,4.19
39333,1.908,4.19
39334,1.908,4.19
39336,1.1799,4.19
39337,0.6433,4.19
39340,0.6433,4.19
39342,1.908,4.19
39343,2.8175,4.47
39344,2.8175,4.47
39349,2.6304,4.38
39351,2.8175,4.47
39355,0.322,4.0
39360,6.6729,4.46
39363,6.6729,4.46
39366,0.5853,4.32
39367,0.781,4.28
39369,8.0823,4.46
39372,6.6729,4.46
39373,0.0073,2.95
39374,0.0068,2.94
39375,0.0272,2.94
39376,0.0088,2.94
39382,0.0088,2.94
39388,0.0088,2.94
39397,0.5638,4.19
39400,0.4179,4.11
39401,0.5638,4.19
39402,0.5638,4.19
39403,0.5204,4.18
39406,0.1942,3.88
39410,1.1367,3.97
39414,1.1367,3.97
39415,1.1643,3.97
39416,1.1367,3.97
39421,0.0413,4.53
39424,0.0715,4.53
39425,0.0715,4.53
39426,0.2102,3.89
39428,0.0715,4.53
39433,4.0877,4.04
39434,4.307,4.59
39435,2.5223,4.59
39438,2.5223,4.59
39439,3.3118,4.04
39443,4.3751,4.04
39445,2.5223,4.59
39446,4.307,4.59
39448,2.483,4.59
39450,4.728,4.59
39451,4.728,4.59
39452,4.728,4.59
39453,4.307,4.59
39458,4.1027,4.37
39461,0.6369,4.21
39463,4.1027,4.37
39464,0.8304,4.35
39467,4.1027,4.37
39469,1.6431,4.3
39474,1.6431,4.3
39475,0.4486,4.13
39478,1.6431,4.3
39480,0.0548,4.22
39482,2.6135,4.56
39485,1.686,4.47
39488,2.857,4.47
39490,2.6135,4.56
39494,2.6135,4.56
39496,2.1694,4.6
39497,0.1009,3.68
39501,2.1694,4.6
39502,2.1694,4.6
39506,1.9207,4.61
39508,1.8076,4.49
39509,1.8076,4.49
39515,1.4739,4.45
39516,1.8076,4.49
39518,0.0737,4.48
39521,0.8807,4.43
39523,0.8853,4.43
39526,0.8853,4.43
39527,0.8853,4.43
39530,0.835,4.29
39533,0.3556,4.05
39535,0.3182,4.05
39537,0.3209,4.05
39538,0.2907,4.05
39539,0.3182,4.05
39542,0.3556,4.05
39543,0.3806,4.05
39544,0.3182,4.05
39546,0.2514,3.95
39547,0.3209,4.05
39554,0.3556,4.05
39555,0.3209,4.05
39558,0.243,4.05
39561,1.0798,4.53
39563,0.7147,4.39
39565,1.0798,4.53
39566,0.3384,4.39
39568,1.8586,4.53
39570,1.5298,4.45
39571,1.0798,4.53
39573,1.8586,4.53
39576,1.8586,4.53
39578,2.987,4.51
39583,0.0632,4.51
39585,1.2391,4.4
39587,0.0632,4.51
39588,0.0632,4.51
39593,3.7607,4.44
39597,3.7607,4.44
39599,3.7607,4.44
39602,3.782,4.32
39603,1.7659,4.5
39605,284.4691,4.42
39608,284.4691,4.42
39610,0.0589,4.21
39612,0.6064,4.21
39616,0.7285,4.42
39617,0.7285,4.42
39620,0.7285,4.42
39625,0.0953,4.45
39626,0.0953,4.45
39630,0.9202,4.15
39631,0.7289,4.26
39634,0.0953,4.45
39636,2.6463,4.59
39638,2.6463,4.59
39643,2.6463,4.59
39645,2.104,4.5
39646,1.6313,4.59
39651,16.037,4.57
39659,15.3475,4.25
39661,16.037,4.57
39663,16.037,4.57
39664,0.7601,4.26
39668,0.8945,4.43
39670,0.3579,4.43
39672,0.8945,4.43
39675,1.4751,4.45
39678,0.8945,4.43
39679,2.2407,4.53
39681,2.606,4.53
39684,2.2407,4.53
39690,3.2575,4.64
39691,2.2407,4.53
39693,0.5229,4.49
39694,0.5229,4.49
39701,0.482,4.07
39702,0.5229,4.49
39704,0.3149,4.01
39705,1.7959,4.51
39706,0.6863,4.47
39708,0.7483,4.47
39709,0.6863,4.47
39711,1.652,4.47
39718,0.6863,4.47
39720,1.64,4.47
39722,1.65,4.47
39726,0.451,4.12
39727,2.5371,4.13
39728,2.8424,4.13
39731,2.8424,4.13
39732,2.8424,4.13
39734,3.2236,4.51
39736,3.2236,4.51
39741,3.2236,4.51
39742,0.6002,4.51
39747,2.88,4.47
39748,2.88,4.47
39751,2.1195,4.54
39753,2.88,4.47
39754,0.2235,4.47
39759,2.0199,4.63
39764,1.5694,4.46
39768,2.1843,4.65
39769,2.0199,4.63
39770,2.0199,4.63
39775,2.0658,4.51
39777,9.1559,4.43
39781,8.3798,4.53
39782,9.1559,4.43
39783,9.1559,4.43
39785,2.4004,4.48
39786,2.6158,4.48
39792,3.2055,4.64
39795,2.6158,4.48
39796,2.6158,4.48
39800,4.403,4.32
39805,4.403,4.32
39807,4.403,4.32
39808,0.0968,4.32
39809,0.6536,4.36
39811,1.1152,4.36
39815,0.5895,4.36
39816,0.6536,4.36
39818,0.6536,4.36
39819,0.6781,4.36
39820,1.1152,4.36
39825,0.4799,4.13
39826,1.1152,4.36
39828,1.9524,4.56
39832,1.7984,4.1
39835,1.9524,4.56
39836,1.9524,4.56
39843,0.1018,4.54
39846,0.3185,4.01
39847,0.1018,4.54
39848,0.1018,4.54
39849,0.0988,4.56
39855,10.9525,4.67
39856,2.9,4.59
39863,2.6319,4.58
39864,5.9521,4.6
39865,10.9525,4.67
39867,10.9525,4.67
39873,1.0913,4.47
39876,1.0913,4.47
39877,1.2519,4.4
39879,1.0913,4.47
39880,0.2609,4.47
39881,1.5865,4.46
39888,0.1136,4.46
39890,0.1156,4.46
39891,0.1156,4.46
39893,0.1156,4.46
39894,2.1277,4.61
39897,2.1277,4.61
39901,3.2494,4.62
39903,2.399,4.55
39905,2.1277,4.61
39907,0.2356,4.57
39908,0.2796,3.97
39913,0.2447,4.56
39916,0.7,4.24
39919,0.2447,4.56
39920,0.2447,4.56
39922,1.2533,4.4
39925,3.0612,4.58
39926,3.1852,4.59
39929,3.0612,4.58
39931,3.0612,4.58
39934,1.8318,4.47
39936,1.8318,4.47
39939,1.8703,4.45
39942,1.8318,4.47
39946,1.1996,4.39
39948,3.8452,4.55
39952,3.8452,4.55
39956,1.0178,4.35
39958,3.8452,4.55
39959,3.7482,4.26
39960,2.8864,4.53
39961,0.6127,4.19
39963,4.4557,4.53
39965,2.8864,4.53
39968,2.8864,4.53
39974,5.4519,4.47
39975,0.0352,4.47
39976,0.0352,4.47
39979,5.1125,4.48
39980,5.4519,4.47
39983,1.1228,4.48
39985,0.0352,4.47
39986,5.4519,4.47
39988,1.4802,4.45
39994,11.7201,4.45
39996,0.802,4.45
39997,0.802,4.45
39998,4.3514,4.45
39999,4.3514,4.45
40001,2.5941,4.59
40005,4.7522,4.45
40007,4.3514,4.45
40010,0.802,4.45
40012,1.7532,4.17
40013,0.4609,4.11
40015,1.7532,4.17
40018,1.7747,4.16
40021,0.54,4.17
40023,1.7532,4.17
40026,3.3628,4.58
40028,0.4326,4.1
40032,3.3628,4.58
40033,2.1732,4.58
40038,3.3628,4.58
40040,3.5218,4.54
40041,3.5455,4.51
40044,3.5455,4.51
40045,1.411,4.51
40047,3.5455,4.51
40048,1.411,4.51
40051,1.411,4.51
40054,1.5162,4.54
40057,2.7819,4.59
40059,2.5535,4.46
40060,2.5535,4.46
40061,2.3128,4.46
