,st_metratio
35012,[M/H]
35014,[Fe/H]
35015,[Fe/H]
35016,[Fe/H]
35019,[Fe/H]
35020,[Fe/H]
35021,[M/H]
35022,[Fe/H]
35028,[Fe/H]
35030,[Fe/H]
35031,[Fe/H]
35032,[M/H]
35033,[Fe/H]
35034,[Fe/H]
35037,[Fe/H]
35040,[Fe/H]
35043,[Fe/H]
35044,[Fe/H]
35047,[Fe/H]
35048,[Fe/H]
35050,[M/H]
35051,[Fe/H]
35053,[Fe/H]
35055,[Fe/H]
35057,[Fe/H]
35058,[M/H]
35060,[Fe/H]
35062,[Fe/H]
35064,[Fe/H]
35065,[Fe/H]
35066,[Fe/H]
35068,[Fe/H]
35073,[Fe/H]
35076,[Fe/H]
35078,[Fe/H]
35079,[Fe/H]
35080,[M/H]
35081,[Fe/H]
35082,[Fe/H]
35084,[Fe/H]
35086,[M/H]
35088,[Fe/H]
35090,[Fe/H]
35091,[Fe/H]
35094,[Fe/H]
35095,[Fe/H]
35098,[Fe/H]
35099,[Fe/H]
35101,[M/H]
35102,[Fe/H]
35103,[Fe/H]
35105,[Fe/H]
35106,[Fe/H]
35111,[Fe/H]
35114,[M/H]
35116,[Fe/H]
35119,[Fe/H]
35120,[Fe/H]
35121,[Fe/H]
35122,[Fe/H]
35125,[Fe/H]
35126,[Fe/H]
35127,[Fe/H]
35128,[M/H]
35132,[Fe/H]
35133,[Fe/H]
35136,[Fe/H]
35140,[M/H]
35142,[Fe/H]
35143,[Fe/H]
35144,[Fe/H]
35145,[Fe/H]
35148,[Fe/H]
35149,[Fe/H]
35151,[Fe/H]
35153,[Fe/H]
35154,[Fe/H]
35156,[Fe/H]
35158,[Fe/H]
35160,[Fe/H]
35162,[Fe/H]
35166,[M/H]
35167,[Fe/H]
35168,[Fe/H]
35169,[Fe/H]
35171,[M/H]
35175,[Fe/H]
35176,[Fe/H]
35177,[Fe/H]
35180,[Fe/H]
35181,[Fe/H]
35182,[Fe/H]
35183,[Fe/H]
35187,[Fe/H]
35189,[Fe/H]
35191,[Fe/H]
35193,[Fe/H]
35194,[Fe/H]
35196,[Fe/H]
35197,[Fe/H]
35198,[Fe/H]
35199,[Fe/H]
35200,[M/H]
35202,[Fe/H]
35203,[Fe/H]
35205,[Fe/H]
35207,[Fe/H]
35209,[Fe/H]
35212,[Fe/H]
35219,[Fe/H]
35222,[Fe/H]
35224,[Fe/H]
35226,[Fe/H]
35227,[Fe/H]
35229,[Fe/H]
35232,[Fe/H]
35233,[Fe/H]
35235,[Fe/H]
35236,[Fe/H]
35238,[M/H]
35240,[Fe/H]
35241,[Fe/H]
35244,[Fe/H]
35245,[Fe/H]
35247,[Fe/H]
35248,[M/H]
35250,[Fe/H]
35252,[Fe/H]
35255,[Fe/H]
35257,[Fe/H]
35258,[Fe/H]
35263,[Fe/H]
35264,[Fe/H]
35266,[Fe/H]
35267,[Fe/H]
35268,[Fe/H]
35269,[Fe/H]
35270,[Fe/H]
35273,[Fe/H]
35274,[Fe/H]
35276,[Fe/H]
35279,[Fe/H]
35283,[Fe/H]
35284,[M/H]
35285,[Fe/H]
35286,[Fe/H]
35290,[Fe/H]
35291,[Fe/H]
35295,[Fe/H]
35297,[Fe/H]
35298,[Fe/H]
35299,[Fe/H]
35302,[M/H]
35303,[Fe/H]
35305,[Fe/H]
35307,[Fe/H]
35308,[Fe/H]
35310,[Fe/H]
35312,[Fe/H]
35315,[Fe/H]
35316,[Fe/H]
35318,[Fe/H]
35320,[M/H]
35322,[Fe/H]
35323,[Fe/H]
35324,[Fe/H]
35326,[Fe/H]
35327,[Fe/H]
35328,[Fe/H]
35331,[Fe/H]
35333,[Fe/H]
35334,[Fe/H]
35336,[Fe/H]
35337,[Fe/H]
35338,[Fe/H]
35341,[Fe/H]
35343,[Fe/H]
35345,[Fe/H]
35347,[Fe/H]
35349,[Fe/H]
35350,[Fe/H]
35351,[Fe/H]
35354,[Fe/H]
35356,[Fe/H]
35361,[Fe/H]
35362,[Fe/H]
35364,[Fe/H]
35366,[Fe/H]
35367,[Fe/H]
35368,[Fe/H]
35369,[Fe/H]
35371,[Fe/H]
35374,[Fe/H]
35375,[Fe/H]
35376,[Fe/H]
35381,[Fe/H]
35382,[M/H]
35383,[Fe/H]
35384,[Fe/H]
35385,[Fe/H]
35387,[M/H]
35392,[Fe/H]
35394,[Fe/H]
35396,[Fe/H]
35398,[Fe/H]
35400,[Fe/H]
35402,[Fe/H]
35405,[Fe/H]
35406,[Fe/H]
35409,[Fe/H]
35410,[Fe/H]
35412,[Fe/H]
35415,[Fe/H]
35418,[Fe/H]
35419,[Fe/H]
35422,[Fe/H]
35423,[Fe/H]
35425,[M/H]
35427,[Fe/H]
35428,[Fe/H]
35429,[Fe/H]
35430,[Fe/H]
35432,[Fe/H]
35433,[Fe/H]
35434,[Fe/H]
35436,[Fe/H]
35437,[Fe/H]
35440,[Fe/H]
35441,[Fe/H]
35442,[Fe/H]
35446,[Fe/H]
35449,[Fe/H]
35451,[Fe/H]
35452,[Fe/H]
35453,[Fe/H]
35454,[Fe/H]
35458,[Fe/H]
35459,[Fe/H]
35465,[Fe/H]
35466,[Fe/H]
35467,[Fe/H]
35470,[Fe/H]
35476,[Fe/H]
35477,[Fe/H]
35478,[Fe/H]
35479,[Fe/H]
35481,[Fe/H]
35482,[Fe/H]
35485,[Fe/H]
35487,[Fe/H]
35488,[Fe/H]
35490,[Fe/H]
35492,[Fe/H]
35494,[Fe/H]
35498,[Fe/H]
35501,[Fe/H]
35502,[Fe/H]
35505,[Fe/H]
35506,[Fe/H]
35509,[Fe/H]
35511,[Fe/H]
35512,[Fe/H]
35518,[Fe/H]
35519,[Fe/H]
35520,[Fe/H]
35521,[Fe/H]
35525,[Fe/H]
35526,[Fe/H]
35528,[Fe/H]
35530,[Fe/H]
35533,[Fe/H]
35535,[Fe/H]
35537,[Fe/H]
35541,[Fe/H]
35542,[Fe/H]
35544,[Fe/H]
35545,[Fe/H]
35547,[M/H]
35548,[Fe/H]
35550,[Fe/H]
35552,[Fe/H]
35553,[Fe/H]
35555,[Fe/H]
35557,[Fe/H]
35559,[Fe/H]
35564,[Fe/H]
35567,[Fe/H]
35568,[Fe/H]
35571,[Fe/H]
35574,[Fe/H]
35575,[Fe/H]
35579,[Fe/H]
35581,[Fe/H]
35582,[Fe/H]
35583,[Fe/H]
35586,[Fe/H]
35588,[M/H]
35589,[Fe/H]
35590,[Fe/H]
35592,[Fe/H]
35595,[Fe/H]
35597,[Fe/H]
35601,[Fe/H]
35602,[Fe/H]
35603,[Fe/H]
35605,[Fe/H]
35607,[Fe/H]
35608,[Fe/H]
35609,[Fe/H]
35613,[Fe/H]
35616,[Fe/H]
35618,[M/H]
35619,[Fe/H]
35622,[Fe/H]
35623,[Fe/H]
35624,[Fe/H]
35625,[Fe/H]
35628,[Fe/H]
35629,[Fe/H]
35631,[Fe/H]
35634,[Fe/H]
35639,[Fe/H]
35640,[Fe/H]
35642,[Fe/H]
35644,[Fe/H]
35645,[Fe/H]
35647,[Fe/H]
35650,[Fe/H]
35652,[Fe/H]
35653,[Fe/H]
35654,[Fe/H]
35658,[Fe/H]
35659,[Fe/H]
35664,[Fe/H]
35666,[Fe/H]
35667,[Fe/H]
35668,[Fe/H]
35670,[Fe/H]
35671,[Fe/H]
35675,[Fe/H]
35679,[Fe/H]
35681,[Fe/H]
35682,[Fe/H]
35684,[Fe/H]
35685,[Fe/H]
35687,[Fe/H]
35688,[Fe/H]
35690,[Fe/H]
35691,[Fe/H]
35692,[Fe/H]
35694,[Fe/H]
35696,[Fe/H]
35698,[Fe/H]
35700,[Fe/H]
35702,[Fe/H]
35704,[M/H]
35706,[Fe/H]
35707,[Fe/H]
35708,[Fe/H]
35709,[Fe/H]
35716,[Fe/H]
35717,[Fe/H]
35718,[Fe/H]
35721,[Fe/H]
35722,[Fe/H]
35724,[Fe/H]
35728,[Fe/H]
35729,[Fe/H]
35730,[Fe/H]
35731,[Fe/H]
35733,[Fe/H]
35738,[Fe/H]
35742,[Fe/H]
35743,[Fe/H]
35744,[Fe/H]
35747,[Fe/H]
35748,[Fe/H]
35750,[Fe/H]
35753,[Fe/H]
35756,[Fe/H]
35759,[Fe/H]
35760,[Fe/H]
35762,[Fe/H]
35763,[Fe/H]
35765,[M/H]
35766,[Fe/H]
35767,[Fe/H]
35768,[Fe/H]
35775,[Fe/H]
35776,[Fe/H]
35777,[Fe/H]
35778,[M/H]
35780,[Fe/H]
35785,[Fe/H]
35786,[Fe/H]
35787,[Fe/H]
35789,[Fe/H]
35790,[Fe/H]
35791,[M/H]
35794,[Fe/H]
35795,[Fe/H]
35798,[Fe/H]
35800,[Fe/H]
35802,[Fe/H]
35804,[Fe/H]
35807,[Fe/H]
35808,[Fe/H]
35812,[Fe/H]
35813,[Fe/H]
35816,[Fe/H]
35819,[Fe/H]
35821,[Fe/H]
35825,[Fe/H]
35827,[Fe/H]
35829,[Fe/H]
35830,[Fe/H]
35832,[Fe/H]
35835,[Fe/H]
35836,[Fe/H]
35838,[Fe/H]
35839,[Fe/H]
35840,[Fe/H]
35842,[Fe/H]
35847,[Fe/H]
35848,[Fe/H]
35851,[Fe/H]
35853,[Fe/H]
35854,[Fe/H]
35855,[Fe/H]
35856,[Fe/H]
35857,[Fe/H]
35859,[Fe/H]
35862,[Fe/H]
35863,[M/H]
35865,[Fe/H]
35866,[Fe/H]
35867,[Fe/H]
35869,[Fe/H]
35870,[Fe/H]
35873,[Fe/H]
35878,[Fe/H]
35879,[Fe/H]
35882,[Fe/H]
35883,[Fe/H]
35884,[Fe/H]
35886,[Fe/H]
35887,[Fe/H]
35891,[Fe/H]
35893,[Fe/H]
35898,[Fe/H]
35900,[Fe/H]
35901,[Fe/H]
35902,[Fe/H]
35904,[Fe/H]
35906,[Fe/H]
35909,[Fe/H]
35910,[Fe/H]
35912,[Fe/H]
35915,[Fe/H]
35918,[Fe/H]
35921,[Fe/H]
35922,[Fe/H]
35923,[Fe/H]
35924,[Fe/H]
35929,[Fe/H]
35932,[Fe/H]
35933,[Fe/H]
35938,[Fe/H]
35939,[Fe/H]
35941,[Fe/H]
35942,[Fe/H]
35945,[Fe/H]
35946,[Fe/H]
35949,[Fe/H]
35950,[M/H]
35952,[Fe/H]
35954,[Fe/H]
35955,[Fe/H]
35956,[Fe/H]
35959,[Fe/H]
35962,[Fe/H]
35963,[Fe/H]
35965,[Fe/H]
35969,[Fe/H]
35971,[Fe/H]
35972,[Fe/H]
35978,[Fe/H]
35980,[Fe/H]
35981,[Fe/H]
35982,[Fe/H]
35983,[Fe/H]
35985,[Fe/H]
35986,[Fe/H]
35987,[Fe/H]
35988,[Fe/H]
35989,[M/H]
35993,[Fe/H]
35995,[Fe/H]
35996,[Fe/H]
36000,[Fe/H]
36001,[Fe/H]
36003,[Fe/H]
36010,[Fe/H]
36012,[Fe/H]
36013,[Fe/H]
36014,[Fe/H]
36015,[Fe/H]
36016,[Fe/H]
36017,[Fe/H]
36018,[Fe/H]
36020,[Fe/H]
36024,[Fe/H]
36027,[Fe/H]
36028,[Fe/H]
36030,[Fe/H]
36031,[M/H]
36032,[Fe/H]
36033,[Fe/H]
36035,[Fe/H]
36036,[Fe/H]
36038,[Fe/H]
36045,[Fe/H]
36046,[Fe/H]
36047,[Fe/H]
36048,[Fe/H]
36049,[Fe/H]
36054,[Fe/H]
36056,[Fe/H]
36057,[Fe/H]
36058,[Fe/H]
36064,[Fe/H]
36065,[Fe/H]
36067,[Fe/H]
36070,[Fe/H]
36074,[Fe/H]
36075,[Fe/H]
36078,[Fe/H]
36079,[Fe/H]
36080,[Fe/H]
36081,[Fe/H]
36085,[Fe/H]
36086,[Fe/H]
36089,[Fe/H]
36091,[Fe/H]
36092,[Fe/H]
36094,[Fe/H]
36097,[Fe/H]
36100,[M/H]
36102,[Fe/H]
36103,[Fe/H]
36104,[Fe/H]
36107,[Fe/H]
36108,[Fe/H]
36109,[Fe/H]
36111,[Fe/H]
36113,[Fe/H]
36115,[Fe/H]
36116,[M/H]
36119,[Fe/H]
36121,[Fe/H]
36125,[Fe/H]
36127,[M/H]
36128,[Fe/H]
36129,[Fe/H]
36131,[Fe/H]
36132,[Fe/H]
36134,[Fe/H]
36135,[Fe/H]
36140,[Fe/H]
36141,[Fe/H]
36144,[Fe/H]
36146,[Fe/H]
36147,[Fe/H]
36148,[Fe/H]
36149,[Fe/H]
36151,[Fe/H]
36154,[Fe/H]
36155,[Fe/H]
36156,[Fe/H]
36160,[M/H]
36163,[Fe/H]
36164,[Fe/H]
36165,[Fe/H]
36167,[Fe/H]
36169,[Fe/H]
36170,[Fe/H]
36172,[Fe/H]
36173,[Fe/H]
36179,[Fe/H]
36180,[Fe/H]
36181,[Fe/H]
36183,[Fe/H]
36187,[Fe/H]
36191,[Fe/H]
36192,[Fe/H]
36193,[Fe/H]
36194,[Fe/H]
36196,[Fe/H]
36198,[Fe/H]
36200,[Fe/H]
36204,[Fe/H]
36206,[Fe/H]
36207,[Fe/H]
36210,[Fe/H]
36211,[Fe/H]
36212,[Fe/H]
36214,[Fe/H]
36215,[Fe/H]
36219,[Fe/H]
36221,[Fe/H]
36223,[Fe/H]
36224,[Fe/H]
36226,[Fe/H]
36227,[Fe/H]
36230,[Fe/H]
36231,[Fe/H]
36232,[Fe/H]
36233,[Fe/H]
36237,[M/H]
36240,[Fe/H]
36241,[Fe/H]
36242,[Fe/H]
36245,[Fe/H]
36246,[Fe/H]
36247,[Fe/H]
36254,[Fe/H]
36258,[Fe/H]
36260,[Fe/H]
36261,[Fe/H]
36263,[Fe/H]
36264,[Fe/H]
36266,[Fe/H]
36267,[Fe/H]
36270,[Fe/H]
36271,[Fe/H]
36273,[Fe/H]
36279,[Fe/H]
36280,[Fe/H]
36282,[Fe/H]
36284,[Fe/H]
36286,[Fe/H]
36288,[Fe/H]
36290,[Fe/H]
36294,[Fe/H]
36299,[Fe/H]
36300,[Fe/H]
36302,[Fe/H]
36303,[Fe/H]
36304,[Fe/H]
36307,[Fe/H]
36308,[Fe/H]
36309,[Fe/H]
36311,[Fe/H]
36313,[Fe/H]
36314,[Fe/H]
36317,[Fe/H]
36318,[Fe/H]
36319,[Fe/H]
36320,[Fe/H]
36324,[Fe/H]
36325,[Fe/H]
36326,[Fe/H]
36329,[Fe/H]
36330,[Fe/H]
36333,[Fe/H]
36334,[M/H]
36339,[Fe/H]
36341,[Fe/H]
36343,[Fe/H]
36344,[Fe/H]
36346,[Fe/H]
36347,[Fe/H]
36348,[Fe/H]
36351,[Fe/H]
36357,[Fe/H]
36358,[Fe/H]
36359,[Fe/H]
36360,[Fe/H]
36362,[Fe/H]
36363,[Fe/H]
36369,[Fe/H]
36370,[Fe/H]
36372,[Fe/H]
36373,[M/H]
36374,[Fe/H]
36375,[Fe/H]
36376,[Fe/H]
36380,[Fe/H]
36382,[Fe/H]
36383,[Fe/H]
36388,[Fe/H]
36389,[Fe/H]
36391,[Fe/H]
36393,[Fe/H]
36397,[Fe/H]
36398,[Fe/H]
36400,[Fe/H]
36403,[Fe/H]
36404,[Fe/H]
36406,[Fe/H]
36410,[Fe/H]
36411,[Fe/H]
36412,[Fe/H]
36413,[Fe/H]
36415,[Fe/H]
36417,[Fe/H]
36419,[Fe/H]
36422,[Fe/H]
36423,[Fe/H]
36424,[Fe/H]
36426,[Fe/H]
36431,[Fe/H]
36432,[Fe/H]
36439,[Fe/H]
36441,[Fe/H]
36442,[Fe/H]
36445,[Fe/H]
36446,[Fe/H]
36449,[Fe/H]
36450,[Fe/H]
36452,[Fe/H]
36453,[Fe/H]
36455,[Fe/H]
36458,[Fe/H]
36459,[M/H]
36461,[Fe/H]
36463,[Fe/H]
36465,[Fe/H]
36466,[Fe/H]
36468,[Fe/H]
36472,[Fe/H]
36474,[Fe/H]
36475,[Fe/H]
36477,[Fe/H]
36479,[Fe/H]
36481,[Fe/H]
36485,[Fe/H]
36486,[Fe/H]
36488,[Fe/H]
36489,[Fe/H]
36490,[Fe/H]
36492,[Fe/H]
36496,[Fe/H]
36499,[Fe/H]
36500,[Fe/H]
36502,[Fe/H]
36503,[Fe/H]
36507,[Fe/H]
36508,[Fe/H]
36511,[Fe/H]
36514,[Fe/H]
36516,[Fe/H]
36517,[Fe/H]
36519,[Fe/H]
36522,[M/H]
36524,[Fe/H]
36525,[Fe/H]
36527,[Fe/H]
36528,[Fe/H]
36529,[Fe/H]
36530,[Fe/H]
36532,[Fe/H]
36533,[Fe/H]
36537,[Fe/H]
36539,[Fe/H]
36542,[Fe/H]
36543,[Fe/H]
36546,[Fe/H]
36548,[Fe/H]
36551,[Fe/H]
36552,[Fe/H]
36553,[Fe/H]
36555,[Fe/H]
36559,[Fe/H]
36560,[M/H]
36561,[Fe/H]
36563,[Fe/H]
36565,[Fe/H]
36567,[M/H]
36568,[Fe/H]
36570,[Fe/H]
36571,[Fe/H]
36573,[Fe/H]
36577,[Fe/H]
36578,[Fe/H]
36580,[Fe/H]
36581,[Fe/H]
36582,[Fe/H]
36586,[Fe/H]
36588,[Fe/H]
36590,[Fe/H]
36591,[Fe/H]
36594,[Fe/H]
36595,[Fe/H]
36596,[Fe/H]
36602,[Fe/H]
36603,[Fe/H]
36604,[Fe/H]
36607,[M/H]
36609,[Fe/H]
36610,[Fe/H]
36612,[Fe/H]
36615,[Fe/H]
36616,[M/H]
36617,[Fe/H]
36619,[Fe/H]
36620,[Fe/H]
36621,[Fe/H]
36626,[Fe/H]
36628,[Fe/H]
36631,[Fe/H]
36633,[Fe/H]
36636,[Fe/H]
36638,[Fe/H]
36639,[Fe/H]
36640,[Fe/H]
36641,[Fe/H]
36642,[Fe/H]
36643,[M/H]
36645,[Fe/H]
36646,[Fe/H]
36649,[Fe/H]
36650,[Fe/H]
36652,[M/H]
36654,[Fe/H]
36656,[Fe/H]
36657,[Fe/H]
36658,[Fe/H]
36660,[Fe/H]
36661,[Fe/H]
36664,[Fe/H]
36666,[Fe/H]
36669,[Fe/H]
36670,[M/H]
36671,[Fe/H]
36675,[Fe/H]
36676,[Fe/H]
36680,[Fe/H]
36681,[Fe/H]
36684,[Fe/H]
36685,[Fe/H]
36687,[Fe/H]
36688,[Fe/H]
36689,[Fe/H]
36692,[Fe/H]
36693,[M/H]
36696,[Fe/H]
36698,[Fe/H]
36701,[Fe/H]
36703,[Fe/H]
36704,[Fe/H]
36705,[Fe/H]
36709,[Fe/H]
36710,[Fe/H]
36713,[Fe/H]
36717,[Fe/H]
36719,[Fe/H]
36720,[Fe/H]
36722,[Fe/H]
36723,[Fe/H]
36724,[Fe/H]
36726,[Fe/H]
36727,[Fe/H]
36730,[M/H]
36731,[Fe/H]
36733,[Fe/H]
36734,[Fe/H]
36735,[Fe/H]
36737,[Fe/H]
36739,[Fe/H]
36740,[Fe/H]
36742,[Fe/H]
36743,[Fe/H]
36748,[Fe/H]
36749,[Fe/H]
36750,[Fe/H]
36751,[Fe/H]
36752,[Fe/H]
36755,[Fe/H]
36762,[Fe/H]
36763,[Fe/H]
36766,[Fe/H]
36767,[Fe/H]
36769,[Fe/H]
36772,[Fe/H]
36773,[Fe/H]
36776,[Fe/H]
36778,[Fe/H]
36779,[M/H]
36780,[Fe/H]
36781,[Fe/H]
36783,[Fe/H]
36784,[Fe/H]
36786,[Fe/H]
36794,[Fe/H]
36795,[M/H]
36797,[Fe/H]
36799,[Fe/H]
36801,[Fe/H]
36802,[Fe/H]
36805,[Fe/H]
36807,[Fe/H]
36808,[Fe/H]
36809,[Fe/H]
36810,[Fe/H]
36811,[Fe/H]
36812,[Fe/H]
36813,[Fe/H]
36814,[Fe/H]
36817,[Fe/H]
36818,[Fe/H]
36819,[Fe/H]
36820,[Fe/H]
36821,[Fe/H]
36827,[Fe/H]
36829,[Fe/H]
36830,[Fe/H]
36833,[Fe/H]
36834,[Fe/H]
36835,[Fe/H]
36839,[Fe/H]
36840,[Fe/H]
36842,[Fe/H]
36846,[Fe/H]
36848,[Fe/H]
36849,[Fe/H]
36850,[Fe/H]
36851,[Fe/H]
36853,[Fe/H]
36854,[Fe/H]
36855,[Fe/H]
36856,[Fe/H]
36859,[Fe/H]
36864,[Fe/H]
36866,[Fe/H]
36867,[Fe/H]
36871,[Fe/H]
36872,[Fe/H]
36873,[Fe/H]
36877,[Fe/H]
36879,[Fe/H]
36880,[Fe/H]
36882,[Fe/H]
36883,[Fe/H]
36885,[Fe/H]
36886,[Fe/H]
36889,[Fe/H]
36890,[Fe/H]
36893,[Fe/H]
36894,[M/H]
36895,[M/H]
36896,[Fe/H]
36897,[Fe/H]
36899,[Fe/H]
36900,[Fe/H]
36902,[Fe/H]
36903,[Fe/H]
36904,[Fe/H]
36906,[Fe/H]
36909,[Fe/H]
36915,[Fe/H]
36916,[Fe/H]
36917,[Fe/H]
36918,[Fe/H]
36919,[Fe/H]
36920,[Fe/H]
36921,[Fe/H]
36923,[Fe/H]
36924,[M/H]
36926,[Fe/H]
36930,[Fe/H]
36932,[Fe/H]
36934,[Fe/H]
36935,[Fe/H]
36940,[Fe/H]
36944,[Fe/H]
36945,[Fe/H]
36947,[Fe/H]
36950,[Fe/H]
36952,[Fe/H]
36953,[Fe/H]
36955,[Fe/H]
36956,[Fe/H]
36958,[Fe/H]
36960,[Fe/H]
36961,[Fe/H]
36962,[Fe/H]
36963,[Fe/H]
36965,[Fe/H]
36966,[Fe/H]
36968,[Fe/H]
36969,[Fe/H]
36973,[Fe/H]
36974,[Fe/H]
36975,[Fe/H]
36976,[Fe/H]
36977,[Fe/H]
36979,[Fe/H]
36981,[Fe/H]
36983,[Fe/H]
36987,[Fe/H]
36990,[Fe/H]
36991,[Fe/H]
36992,[Fe/H]
36993,[Fe/H]
36997,[Fe/H]
36999,[Fe/H]
37004,[Fe/H]
37005,[Fe/H]
37006,[Fe/H]
37007,[Fe/H]
37009,[Fe/H]
37013,[Fe/H]
37015,[Fe/H]
37016,[Fe/H]
37019,[Fe/H]
37020,[Fe/H]
37022,[Fe/H]
37023,[Fe/H]
37028,[Fe/H]
37030,[Fe/H]
37032,[Fe/H]
37034,[Fe/H]
37037,[Fe/H]
37039,[Fe/H]
37041,[Fe/H]
37044,[Fe/H]
37046,[Fe/H]
37048,[Fe/H]
37049,[Fe/H]
37050,[Fe/H]
37052,[Fe/H]
37055,[Fe/H]
37057,[Fe/H]
37058,[Fe/H]
37060,[Fe/H]
37061,[Fe/H]
37062,[Fe/H]
37066,[Fe/H]
37069,[Fe/H]
37070,[M/H]
37076,[Fe/H]
37077,[Fe/H]
37078,[M/H]
37079,[Fe/H]
37080,[M/H]
37082,[Fe/H]
37083,[Fe/H]
37084,[Fe/H]
37085,[Fe/H]
37087,[Fe/H]
37088,[Fe/H]
37089,[Fe/H]
37095,[Fe/H]
37096,[Fe/H]
37097,[Fe/H]
37098,[Fe/H]
37099,[Fe/H]
37100,[Fe/H]
37103,[Fe/H]
37105,[Fe/H]
37108,[Fe/H]
37109,[Fe/H]
37112,[Fe/H]
37113,[Fe/H]
37115,[Fe/H]
37116,[Fe/H]
37118,[Fe/H]
37122,[Fe/H]
37123,[Fe/H]
37125,[Fe/H]
37127,[Fe/H]
37129,[Fe/H]
37130,[Fe/H]
37131,[Fe/H]
37132,[M/H]
37136,[Fe/H]
37138,[Fe/H]
37142,[Fe/H]
37143,[Fe/H]
37145,[Fe/H]
37148,[M/H]
37149,[Fe/H]
37150,[Fe/H]
37152,[Fe/H]
37155,[Fe/H]
37156,[M/H]
37157,[Fe/H]
37161,[Fe/H]
37162,[Fe/H]
37163,[Fe/H]
37165,[M/H]
37168,[Fe/H]
37169,[Fe/H]
37170,[Fe/H]
37171,[Fe/H]
37172,[Fe/H]
37173,[Fe/H]
37177,[Fe/H]
37178,[Fe/H]
37179,[Fe/H]
37181,[Fe/H]
37183,[Fe/H]
37184,[Fe/H]
37190,[Fe/H]
37192,[Fe/H]
37193,[Fe/H]
37196,[Fe/H]
37199,[Fe/H]
37201,[Fe/H]
37204,[Fe/H]
37206,[Fe/H]
37208,[Fe/H]
37209,[Fe/H]
37210,[Fe/H]
37211,[Fe/H]
37216,[Fe/H]
37221,[Fe/H]
37222,[Fe/H]
37224,[Fe/H]
37227,[Fe/H]
37229,[Fe/H]
37230,[Fe/H]
37231,[Fe/H]
37234,[Fe/H]
37235,[M/H]
37237,[Fe/H]
37238,[Fe/H]
37240,[M/H]
37242,[M/H]
37243,[M/H]
37244,[Fe/H]
37245,[Fe/H]
37246,[Fe/H]
37248,[Fe/H]
37249,[Fe/H]
37251,[Fe/H]
37255,[Fe/H]
37257,[Fe/H]
37262,[Fe/H]
37263,[Fe/H]
37265,[Fe/H]
37266,[Fe/H]
37269,[Fe/H]
37271,[Fe/H]
37272,[Fe/H]
37274,[Fe/H]
37276,[Fe/H]
37278,[M/H]
37280,[Fe/H]
37281,[Fe/H]
37283,[Fe/H]
37288,[Fe/H]
37289,[Fe/H]
37290,[Fe/H]
37291,[Fe/H]
37292,[Fe/H]
37293,[Fe/H]
37295,[Fe/H]
37297,[M/H]
37299,[Fe/H]
37301,[Fe/H]
37302,[Fe/H]
37303,[Fe/H]
37304,[Fe/H]
37305,[Fe/H]
37309,[Fe/H]
37310,[Fe/H]
37312,[Fe/H]
37315,[Fe/H]
37317,[Fe/H]
37318,[Fe/H]
37321,[Fe/H]
37326,[Fe/H]
37327,[M/H]
37328,[Fe/H]
37330,[Fe/H]
37332,[Fe/H]
37333,[Fe/H]
37335,[Fe/H]
37336,[Fe/H]
37337,[Fe/H]
37338,[Fe/H]
37340,[M/H]
37344,[Fe/H]
37345,[Fe/H]
37346,[Fe/H]
37349,[Fe/H]
37352,[Fe/H]
37354,[Fe/H]
37355,[Fe/H]
37358,[Fe/H]
37359,[M/H]
37360,[Fe/H]
37364,[Fe/H]
37365,[Fe/H]
37366,[Fe/H]
37370,[Fe/H]
37372,[Fe/H]
37373,[M/H]
37374,[Fe/H]
37375,[Fe/H]
37376,[Fe/H]
37378,[Fe/H]
37379,[Fe/H]
37383,[Fe/H]
37387,[Fe/H]
37395,[Fe/H]
37396,[Fe/H]
37397,[Fe/H]
37398,[Fe/H]
37399,[Fe/H]
37404,[Fe/H]
37405,[Fe/H]
37408,[Fe/H]
37409,[M/H]
37411,[Fe/H]
37412,[Fe/H]
37413,[M/H]
37415,[Fe/H]
37416,[Fe/H]
37417,[Fe/H]
37418,[Fe/H]
37419,[Fe/H]
37424,[Fe/H]
37425,[Fe/H]
37426,[Fe/H]
37427,[Fe/H]
37428,[Fe/H]
37429,[Fe/H]
37431,[Fe/H]
37433,[Fe/H]
37434,[Fe/H]
37441,[Fe/H]
37442,[Fe/H]
37444,[Fe/H]
37448,[Fe/H]
37449,[M/H]
37450,[Fe/H]
37451,[Fe/H]
37454,[Fe/H]
37456,[Fe/H]
37458,[Fe/H]
37461,[Fe/H]
37463,[Fe/H]
37464,[Fe/H]
37465,[M/H]
37466,[Fe/H]
37469,[Fe/H]
37472,[Fe/H]
37473,[Fe/H]
37476,[Fe/H]
37478,[Fe/H]
37479,[Fe/H]
37481,[Fe/H]
37482,[M/H]
37484,[Fe/H]
37487,[Fe/H]
37488,[Fe/H]
37489,[Fe/H]
37492,[Fe/H]
37494,[M/H]
37495,[Fe/H]
37496,[Fe/H]
37498,[Fe/H]
37500,[Fe/H]
37502,[Fe/H]
37505,[Fe/H]
37506,[Fe/H]
37507,[Fe/H]
37514,[Fe/H]
37515,[Fe/H]
37516,[Fe/H]
37522,[Fe/H]
37525,[Fe/H]
37527,[Fe/H]
37528,[Fe/H]
37529,[Fe/H]
37530,[Fe/H]
37531,[Fe/H]
37532,[Fe/H]
37535,[Fe/H]
37538,[Fe/H]
37540,[Fe/H]
37541,[M/H]
37543,[Fe/H]
